ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
26,60,Dunedin.City,131700,131689,0,4,5,2,0,0,3,2,0,0,147,4
26,35,Rotorua.District,75099,75021,13,14,27,24,1,13,8,7,5,0,93,4
26,8,Far.North.District,68500,68487,1,5,4,3,0,1,5,2,0,0,52,4
26,37,Kawerau.District,7490,7465,4,6,11,4,0,4,4,2,1,0,17,4
26,1,Upper.Hutt.City,46000,45980,6,3,9,2,0,6,3,2,1,0,44,4
26,0,Porirua.City,59100,59080,2,4,6,8,0,2,3,2,1,0,60,4
26,55,Mackenzie.District,5140,5140,0,0,0,0,0,0,0,0,0,0,3,4
26,6,South.Wairarapa.District,11100,11098,1,0,1,0,0,1,0,1,0,0,12,4
26,32,Taupo.District,39299,39185,12,19,35,48,1,12,13,11,5,0,56,4
26,62,Southland.District,32099,31980,11,18,49,41,1,11,16,20,6,0,65,4
26,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,8,4
26,47,Grey.District,13750,13750,0,0,0,0,0,0,0,0,0,0,7,4
26,29,Horowhenua.District,35000,34996,0,1,2,1,0,0,1,1,0,0,45,4
26,42,Napier.City,65000,65000,0,0,0,0,0,0,0,0,0,0,60,4
26,19,Central.Hawke's.Bay.District,14850,14850,0,0,0,0,0,0,0,0,0,0,16,4
26,27,Palmerston.North.City,88300,88293,1,2,4,0,0,1,1,2,0,0,94,4
26,31,Waitomo.District,9490,9490,0,0,0,0,0,0,0,0,0,0,9,4
26,39,Gisborne.District,49300,49290,2,3,3,2,0,2,2,0,0,0,62,4
26,56,Waimate.District,8080,8043,8,6,12,11,0,8,3,4,2,0,17,4
26,5,Carterton.District,9690,9688,0,1,0,1,0,0,0,0,0,0,10,4
26,17,Ōtorohanga.District,10500,10500,0,0,0,0,0,0,0,0,0,0,6,4
26,59,Queenstown-Lakes.District,41700,41579,13,21,47,40,0,13,17,14,6,0,69,4
26,25,Rangitikei.District,15750,15747,1,0,1,1,0,1,0,0,0,0,17,4
26,49,Hurunui.District,12950,12949,0,0,0,1,0,0,0,0,0,0,10,4
26,26,Manawatu.District,31700,31699,0,0,1,0,0,0,0,0,0,0,27,4
26,14,Matamata-Piako.District,35999,35827,21,30,59,62,1,21,24,19,9,0,89,4
26,40,Wairoa.District,8680,8680,0,0,0,0,0,0,0,0,0,0,8,4
26,2,Lower.Hutt.City,108700,108687,2,0,9,2,0,2,0,4,0,0,128,4
26,21,Stratford.District,9859,9791,10,10,23,25,1,10,10,9,6,0,37,4
26,50,Waimakariri.District,62800,62773,4,8,10,5,0,4,5,1,0,0,82,4
26,12,Hauraki.District,21000,20998,0,0,1,1,0,0,0,0,0,0,25,4
26,58,Central.Otago.District,23099,22939,30,39,45,46,1,30,28,16,7,0,64,4
26,41,Hastings.District,85000,84987,1,3,7,2,0,1,3,1,1,0,78,4
26,18,South.Waikato.District,25100,25100,0,0,0,0,0,0,0,0,0,0,26,4
26,38,Ōpōtiki.District,9720,9720,0,0,0,0,0,0,0,0,0,0,7,4
26,48,Westland.District,8960,8960,0,0,0,0,0,0,0,0,0,0,17,4
26,15,Hamilton.City,169500,169395,11,18,28,48,0,11,14,8,7,0,178,4
26,53,Ashburton.District,34800,34774,6,7,9,4,0,6,5,4,2,0,39,4
26,24,Whanganui.District,47300,47276,1,5,5,13,0,1,3,1,2,0,41,4
26,33,Western.Bay.of.Plenty.District,53900,53888,0,2,3,7,0,0,2,2,2,0,49,4
26,36,Whakatane.District,37100,37097,0,1,0,2,0,0,1,0,1,0,27,4
26,52,Selwyn.District,65600,65576,2,3,8,11,0,2,1,6,0,0,64,4
26,44,Marlborough.District,49200,49195,2,1,1,1,0,2,0,0,0,0,47,4
26,63,Gore.District,12800,12799,1,0,0,0,0,1,0,0,0,0,12,4
26,64,Invercargill.City,56200,56197,0,0,2,1,0,0,0,0,0,0,56,4
26,4,Masterton.District,26800,26746,9,12,18,15,0,9,8,7,1,0,38,4
26,45,Kaikoura.District,4110,4110,0,0,0,0,0,0,0,0,0,0,5,4
26,3,Wellington.City,210400,210330,15,10,16,29,0,15,6,4,2,0,217,4
26,7,Tasman.District,54800,54800,0,0,0,0,0,0,0,0,0,0,57,4
