ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
27,56,Waimate.District,8080,8080,0,0,0,0,0,0,0,0,0,0,4,4
27,33,Western.Bay.of.Plenty.District,53900,53807,11,19,30,33,0,11,13,11,10,0,85,4
27,37,Kawerau.District,7490,7490,0,0,0,0,0,0,0,0,0,0,7,4
27,38,Ōpōtiki.District,9720,9720,0,0,0,0,0,0,0,0,0,0,13,4
27,16,Waipa.District,56200,56188,1,6,5,0,0,1,5,2,0,0,52,4
27,55,Mackenzie.District,5140,5140,0,0,0,0,0,0,0,0,0,0,5,4
27,52,Selwyn.District,65600,65588,2,2,6,2,0,2,2,3,0,0,78,4
27,27,Palmerston.North.City,88300,87902,45,69,142,142,0,45,51,52,19,0,247,4
27,5,Carterton.District,9690,9690,0,0,0,0,0,0,0,0,0,0,6,4
27,28,Tararua.District,18650,18332,45,57,101,115,0,45,42,31,23,0,114,4
27,1,Upper.Hutt.City,46000,45998,1,0,1,0,0,1,0,0,0,0,43,4
27,61,Clutha.District,18350,18348,0,0,1,1,0,0,0,0,0,0,21,4
27,15,Hamilton.City,169500,169321,21,34,52,72,0,21,25,16,6,0,215,4
27,50,Waimakariri.District,62800,62745,3,9,21,22,0,3,6,11,2,0,76,4
27,20,New.Plymouth.District,84400,84350,6,3,13,28,0,6,1,6,3,0,84,4
27,48,Westland.District,8960,8885,12,12,20,31,0,12,10,3,5,0,27,4
27,44,Marlborough.District,49200,49181,1,4,3,11,0,1,3,3,1,0,50,4
27,2,Lower.Hutt.City,108700,108623,13,14,30,20,0,13,11,7,6,0,135,4
27,54,Timaru.District,47900,47892,1,1,4,2,0,1,1,2,0,0,49,4
27,18,South.Waikato.District,25100,25100,0,0,0,0,0,0,0,0,0,0,26,4
27,24,Whanganui.District,47300,47162,22,21,41,54,0,22,15,16,4,0,82,4
27,43,Nelson.City,52900,52885,0,2,5,8,0,0,1,2,0,0,57,4
27,14,Matamata-Piako.District,36000,36000,0,0,0,0,0,0,0,0,0,0,38,4
27,26,Manawatu.District,31700,31636,14,12,25,13,0,14,10,8,4,0,59,4
27,22,South.Taranaki.District,28600,28584,2,4,6,4,0,2,3,2,1,0,37,4
27,12,Hauraki.District,21000,21000,0,0,0,0,0,0,0,0,0,0,31,4
27,17,Ōtorohanga.District,10500,10425,13,17,21,24,0,13,11,4,5,0,29,4
27,57,Waitaki.District,23200,23198,0,0,0,2,0,0,0,0,0,0,27,4
27,65,Auckland,1642796,1641655,152,206,361,422,4,152,144,126,63,0,1917,4
27,53,Ashburton.District,34798,34641,18,45,47,47,2,18,32,18,9,0,74,4
27,46,Buller.District,9840,9799,6,9,16,10,0,6,4,5,0,0,23,4
27,9,Whangarei.District,96000,95942,17,10,14,17,0,17,6,7,6,0,117,4
27,34,Tauranga.City,144700,144588,18,19,33,42,0,18,11,8,5,0,156,4
27,10,Kaipara.District,24100,24100,0,0,0,0,0,0,0,0,0,0,24,4
27,59,Queenstown-Lakes.District,41700,41696,0,0,3,1,0,0,0,2,0,0,35,4
27,8,Far.North.District,68500,68493,1,0,4,2,0,1,0,1,0,0,67,4
