ticks,who,name,pop.0,susceptible,cum.cases,cum.infected,cum.recovered,new.cases,new.infected,new.recovered,new.tests,alert.level
15,9,Hawkes.Bay,165360,165344,12,17,0,2,4,0,165,4
15,15,Nelson.Marlborough,150280,150270,6,11,0,0,1,0,149,4
15,8,Taranaki,119640,119630,8,12,0,0,0,0,117,4
15,5,Lakes,110040,110035,3,6,0,1,1,0,103,4
15,13,Capital.and.Coast,316620,316540,56,94,0,9,12,0,328,4
15,4,Waikato,417130,417106,27,32,0,3,3,0,395,4
15,0,Northland,178500,178497,3,4,0,0,0,0,174,4
15,16,West.Coast,32445,32443,1,2,0,0,0,0,31,4
15,6,Bay.of.Plenty,236820,236782,25,43,0,6,9,0,247,4
15,14,Wairarapa,44845,44842,2,4,0,0,0,0,56,4
15,12,Hutt.Valley,149270,149246,16,26,0,2,3,0,142,4
15,11,MidCentral,178240,178184,39,64,0,5,9,0,174,4
15,17,Canterbury,562870,562826,34,49,0,3,4,0,544,4
15,2,Auckland,538840,538769,64,84,0,10,13,0,554,4
15,19,Southern,328230,328207,16,27,0,1,2,0,327,4
15,7,Tairawhiti,48965,48964,1,1,0,0,0,0,58,4
15,3,Counties.Manukau,557790,557752,28,43,0,5,6,0,534,4
15,1,Waitemata,622350,622222,93,145,1,12,23,0,618,4
15,18,South.Canterbury,60025,60023,3,3,0,0,0,0,60,4
15,10,Whanganui,64565,64555,6,11,0,0,1,0,69,4
16,14,Wairarapa,44845,44841,3,5,0,1,1,0,39,4
16,3,Counties.Manukau,557790,557746,33,49,0,5,6,0,548,4
16,4,Waikato,417130,417102,30,36,0,3,4,0,410,4
16,2,Auckland,538840,538754,73,99,0,9,15,0,539,4
16,19,Southern,328230,328205,18,29,0,2,2,0,336,4
16,6,Bay.of.Plenty,236820,236776,28,49,0,3,6,0,240,4
16,5,Lakes,110040,110035,3,6,0,0,0,0,93,4
16,7,Tairawhiti,48965,48964,1,1,0,0,0,0,43,4
16,8,Taranaki,119640,119630,8,12,0,0,0,0,104,4
16,0,Northland,178500,178496,4,5,0,1,1,0,168,4
16,12,Hutt.Valley,149270,149237,25,35,0,9,9,0,152,4
16,1,Waitemata,622350,622194,111,173,1,18,28,0,614,4
16,9,Hawkes.Bay,165360,165340,13,21,0,1,4,0,176,4
16,11,MidCentral,178240,178178,42,70,0,3,6,0,188,4
16,15,Nelson.Marlborough,150280,150267,9,14,0,3,3,0,147,4
16,10,Whanganui,64565,64555,6,11,0,0,0,0,64,4
16,13,Capital.and.Coast,316620,316529,63,105,0,7,11,0,281,4
16,17,Canterbury,562870,562816,41,59,0,7,10,0,565,4
16,16,West.Coast,32445,32443,1,2,0,0,0,0,29,4
16,18,South.Canterbury,60025,60023,3,3,0,0,0,0,55,4
17,10,Whanganui,64565,64554,7,12,0,1,1,0,83,4
17,6,Bay.of.Plenty,236820,236765,37,60,0,9,11,0,242,4
17,0,Northland,178500,178496,4,5,0,0,0,0,191,4
17,18,South.Canterbury,60025,60023,3,3,0,0,0,0,57,4
17,4,Waikato,417130,417097,32,41,0,2,5,0,402,4
17,12,Hutt.Valley,149270,149230,29,42,0,4,7,0,149,4
17,16,West.Coast,32445,32443,1,2,0,0,0,0,39,4
17,19,Southern,328230,328203,18,31,0,0,2,0,297,4
17,5,Lakes,110040,110035,3,6,0,0,0,0,111,4
17,1,Waitemata,622350,622167,132,200,1,21,27,0,636,4
17,17,Canterbury,562870,562811,42,64,0,1,5,0,542,4
17,9,Hawkes.Bay,165360,165340,13,21,0,0,0,0,177,4
17,3,Counties.Manukau,557790,557737,40,58,1,7,9,1,543,4
