ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
59,52,Selwyn.District,65600,65584,4,4,2,6,0,0,0,0,1,0,62,4
59,43,Nelson.City,52900,52834,15,9,11,31,0,3,3,2,1,0,59,4
59,63,Gore.District,12800,12800,0,0,0,0,0,0,0,0,0,0,11,4
59,4,Masterton.District,26800,26799,0,0,1,0,0,0,0,0,0,0,26,4
59,23,Ruapehu.District,12750,12750,0,0,0,0,0,0,0,0,0,0,8,4
59,6,South.Wairarapa.District,11100,11098,0,1,1,0,0,0,0,1,0,0,10,4
59,48,Westland.District,8960,8953,2,1,0,4,0,0,1,0,1,0,2,4
59,9,Whangarei.District,96000,95970,10,5,8,7,0,1,1,2,0,0,113,4
59,26,Manawatu.District,31700,31648,13,10,13,16,0,1,3,1,1,0,36,4
59,34,Tauranga.City,144699,144589,21,20,25,44,1,1,5,4,7,0,180,4
59,27,Palmerston.North.City,88299,88208,26,15,28,22,1,4,2,6,2,0,120,4
59,29,Horowhenua.District,35000,34845,29,36,33,57,0,3,9,4,1,0,58,4
59,15,Hamilton.City,169499,169235,61,57,53,93,1,11,12,11,6,1,215,4
59,54,Timaru.District,47900,47886,4,4,4,2,0,1,1,1,0,0,57,4
59,56,Waimate.District,8080,8079,0,0,0,1,0,0,0,0,0,0,5,4
59,18,South.Waikato.District,25099,25067,8,5,9,10,1,3,0,0,0,0,18,4
59,28,Tararua.District,18650,18645,2,2,0,1,0,0,0,0,0,0,18,4
59,51,Christchurch.City,385500,385408,17,18,26,31,0,6,1,3,2,0,426,4
59,45,Kaikoura.District,4110,4108,1,0,0,1,0,0,0,0,0,0,2,4
59,10,Kaipara.District,24100,24100,0,0,0,0,0,0,0,0,0,0,23,4
59,62,Southland.District,32100,32094,1,0,1,4,0,0,0,1,0,0,38,4
59,8,Far.North.District,68500,68493,1,1,1,4,0,0,0,0,1,0,63,4
59,19,Central.Hawke's.Bay.District,14850,14833,5,3,2,7,0,3,1,0,2,0,20,4
59,16,Waipa.District,56200,56181,5,4,3,7,0,2,1,0,0,0,69,4
59,2,Lower.Hutt.City,108700,108633,19,16,13,19,0,4,2,2,3,0,112,4
59,65,Auckland,1642796,1641742,237,184,246,387,4,51,41,41,31,0,1812,4
59,36,Whakatane.District,37100,37070,6,3,5,16,0,0,0,0,0,0,59,4
59,25,Rangitikei.District,15749,15681,18,7,16,27,1,1,1,2,1,0,36,4
59,30,Kapiti.Coast.District,56000,55940,14,15,14,17,0,3,3,2,0,0,57,4
59,22,South.Taranaki.District,28600,28561,11,7,6,15,0,3,2,0,1,0,23,4
59,20,New.Plymouth.District,84400,84393,2,1,3,1,0,2,0,0,0,0,83,4
59,37,Kawerau.District,7490,7490,0,0,0,0,0,0,0,0,0,0,7,4
59,57,Waitaki.District,23200,23200,0,0,0,0,0,0,0,0,0,0,20,4
59,42,Napier.City,65000,64973,6,5,5,11,0,1,0,0,0,0,70,4
59,60,Dunedin.City,131700,131603,25,20,21,31,0,9,4,0,2,0,146,4
59,13,Waikato.District,79900,79811,24,10,29,26,0,9,4,2,2,0,101,4
59,17,Ōtorohanga.District,10500,10497,0,1,0,2,0,0,0,0,0,0,7,4
59,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,3,4
59,44,Marlborough.District,49200,49198,0,0,0,2,0,0,0,0,0,0,50,4
59,32,Taupo.District,39300,39283,5,3,3,6,0,0,0,0,1,0,47,4
59,14,Matamata-Piako.District,36000,35979,2,8,4,7,0,1,2,1,1,0,31,4
59,3,Wellington.City,210400,210194,44,35,48,79,0,10,12,8,3,0,259,4
59,7,Tasman.District,54800,54793,0,0,2,5,0,0,0,0,0,0,51,4
59,12,Hauraki.District,21000,21000,0,0,0,0,0,0,0,0,0,0,22,4
59,31,Waitomo.District,9490,9490,0,0,0,0,0,0,0,0,0,0,9,4
59,40,Wairoa.District,8680,8680,0,0,0,0,0,0,0,0,0,0,5,4
59,35,Rotorua.District,75100,75005,18,23,21,33,0,2,1,3,2,0,81,4
59,33,Western.Bay.of.Plenty.District,53899,53872,9,3,3,12,1,1,1,0,1,1,58,4
59,64,Invercargill.City,56200,56198,1,0,1,0,0,0,0,0,0,0,43,4
59,55,Mackenzie.District,5140,5140,0,0,0,0,0,0,0,0,0,0,8,4
