ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
58,4,Masterton.District,26800,26793,0,0,1,6,0,0,0,0,0,0,23,4
58,54,Timaru.District,47900,47895,2,1,1,1,0,1,1,0,0,0,41,4
58,0,Porirua.City,59100,59100,0,0,0,0,0,0,0,0,0,0,72,4
58,7,Tasman.District,54800,54793,2,0,2,3,0,1,0,1,0,0,62,4
58,3,Wellington.City,210399,210288,23,19,21,48,1,1,3,2,0,0,225,4
58,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,10,4
58,24,Whanganui.District,47300,47216,17,13,27,27,0,4,3,4,1,0,75,4
58,22,South.Taranaki.District,28600,28600,0,0,0,0,0,0,0,0,0,0,24,4
58,49,Hurunui.District,12950,12949,0,0,0,1,0,0,0,0,0,0,9,4
58,14,Matamata-Piako.District,36000,36000,0,0,0,0,0,0,0,0,0,0,31,4
58,48,Westland.District,8960,8960,0,0,0,0,0,0,0,0,0,0,9,4
58,65,Auckland,1642794,1641772,251,142,248,381,6,53,27,27,30,0,1833,4
58,13,Waikato.District,79900,79706,63,35,49,47,0,15,6,5,1,0,112,4
58,21,Stratford.District,9860,9860,0,0,0,0,0,0,0,0,0,0,13,4
58,28,Tararua.District,18650,18578,18,18,13,23,0,5,6,2,1,0,30,4
58,61,Clutha.District,18350,18340,3,2,2,3,0,1,0,1,0,0,24,4
58,50,Waimakariri.District,62800,62799,1,0,0,0,0,0,0,0,0,0,76,4
58,57,Waitaki.District,23200,23200,0,0,0,0,0,0,0,0,0,0,31,4
58,60,Dunedin.City,131700,131620,20,12,16,32,0,7,1,0,0,0,150,4
58,17,Ōtorohanga.District,10500,10500,0,0,0,0,0,0,0,0,0,0,8,4
58,12,Hauraki.District,21000,20986,3,4,3,4,0,1,2,0,2,0,27,4
58,55,Mackenzie.District,5140,5140,0,0,0,0,0,0,0,0,0,0,9,4
58,47,Grey.District,13750,13750,0,0,0,0,0,0,0,0,0,0,17,4
58,52,Selwyn.District,65600,65586,1,5,2,6,0,1,3,1,1,0,61,4
58,32,Taupo.District,39300,39201,25,19,25,30,0,6,6,3,1,0,65,4
58,40,Wairoa.District,8680,8679,1,0,0,0,0,1,0,0,0,0,9,4
58,41,Hastings.District,85000,84912,15,14,16,43,0,4,2,2,2,0,101,4
58,8,Far.North.District,68497,68350,31,19,28,69,3,11,5,5,3,1,107,4
58,33,Western.Bay.of.Plenty.District,53900,53834,12,12,20,22,0,2,2,4,3,0,80,4
58,2,Lower.Hutt.City,108699,108601,25,17,24,32,1,5,5,2,3,0,136,4
58,51,Christchurch.City,385499,385184,72,60,76,107,1,17,9,11,4,0,471,4
58,62,Southland.District,32100,32094,2,1,2,1,0,0,0,0,0,0,33,4
58,53,Ashburton.District,34800,34795,2,0,3,0,0,1,0,0,0,0,40,4
58,30,Kapiti.Coast.District,56000,55996,0,0,1,3,0,0,0,0,0,0,61,4
58,58,Central.Otago.District,23100,23095,1,0,3,1,0,1,0,1,0,0,33,4
58,59,Queenstown-Lakes.District,41700,41695,1,1,0,3,0,0,0,0,0,0,40,4
58,11,Thames-Coromandel.District,31500,31500,0,0,0,0,0,0,0,0,0,0,29,4
58,18,South.Waikato.District,25100,25064,7,7,8,14,0,2,0,0,1,0,37,4
58,20,New.Plymouth.District,84400,84278,25,18,25,54,0,3,4,1,5,0,103,4
58,45,Kaikoura.District,4110,4109,1,0,0,0,0,0,0,0,0,0,4,4
58,27,Palmerston.North.City,88300,88259,9,5,7,20,0,2,2,0,1,0,99,4
