ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
58,8,Taranaki,119640,119505,35,31,30,39,0,7,5,4,3,0,149,4
58,14,Wairarapa,44845,44832,1,3,1,8,0,0,0,0,1,0,42,4
58,0,Northland,178499,178455,8,4,9,23,1,1,1,3,1,0,202,4
58,12,Hutt.Valley,149270,149185,22,17,27,19,0,5,8,5,2,0,176,4
58,1,Waitemata,622346,621637,159,133,156,261,4,39,36,22,15,1,786,4
58,17,Canterbury,562868,562663,41,40,51,73,2,8,7,6,4,0,607,4
58,5,Lakes,110040,110028,1,2,0,9,0,1,0,0,1,0,114,4
58,9,Hawkes.Bay,165360,165320,10,5,9,16,0,1,1,3,2,0,193,4
58,6,Bay.of.Plenty,236820,236627,42,37,36,78,0,8,5,7,6,0,262,4
58,4,Waikato,417128,416833,64,51,84,96,2,12,11,14,5,1,478,4
58,15,Nelson.Marlborough,150280,149991,71,48,59,111,0,15,7,7,6,0,211,4
58,2,Auckland,538838,538406,97,75,89,171,2,24,7,13,7,0,600,4
58,7,Tairawhiti,48965,48958,0,1,2,4,0,0,1,0,0,0,44,4
58,10,Whanganui,64565,64551,4,1,2,7,0,0,0,0,0,0,79,4
58,19,Southern,328228,328122,19,23,22,42,2,6,4,2,4,0,334,4
58,18,South.Canterbury,60024,59896,28,19,26,55,1,11,2,5,1,0,100,4
58,3,Counties.Manukau,557790,557433,82,59,79,137,0,13,13,8,7,0,616,4
58,11,MidCentral,178240,178209,9,4,8,10,0,2,0,1,0,0,173,4
58,16,West.Coast,32445,32427,5,5,2,6,0,1,0,0,0,0,39,4
58,13,Capital.and.Coast,316619,316347,57,45,67,103,1,12,14,12,5,0,368,4
59,17,Canterbury,562868,562651,43,41,54,79,2,12,10,9,6,0,608,4
59,4,Waikato,417128,416815,70,52,88,103,2,18,12,11,7,0,499,4
59,14,Wairarapa,44845,44832,1,3,1,8,0,0,0,0,0,0,36,4
59,5,Lakes,110040,110028,1,1,1,9,0,0,0,1,0,0,99,4
59,12,Hutt.Valley,149270,149182,18,21,28,21,0,3,7,3,2,0,187,4
59,19,Southern,328228,328118,21,20,27,42,2,4,2,5,0,0,375,4
59,6,Bay.of.Plenty,236820,236614,48,35,37,86,0,13,7,9,8,0,249,4
59,0,Northland,178499,178450,13,4,8,24,1,5,0,0,1,0,207,4
59,16,West.Coast,32445,32427,4,4,4,6,0,0,1,2,0,0,36,4
59,3,Counties.Manukau,557790,557420,79,66,81,144,0,13,16,9,7,0,658,4
59,13,Capital.and.Coast,316619,316332,57,54,68,108,1,15,15,6,5,0,367,4
59,2,Auckland,538838,538390,95,77,95,181,2,16,18,16,10,0,613,4
59,11,MidCentral,178240,178207,9,6,7,11,0,2,2,0,1,0,196,4
