ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
55,1,Waitemata,622349,621764,148,112,163,162,1,27,24,26,8,0,783,4
55,14,Wairarapa,44845,44840,1,1,2,1,0,0,0,0,0,0,54,4
55,0,Northland,178500,178453,11,8,12,16,0,1,2,2,2,0,182,4
55,2,Auckland,538839,538449,90,80,85,135,1,16,16,12,10,1,618,4
55,8,Taranaki,119640,119609,4,5,6,16,0,0,2,1,0,0,138,4
55,6,Bay.of.Plenty,236818,236695,23,15,24,61,2,6,4,4,0,0,265,4
55,3,Counties.Manukau,557785,557509,65,49,69,93,5,14,13,6,4,0,589,4
55,11,MidCentral,178240,178082,43,33,37,45,0,12,5,2,3,0,229,4
55,7,Tairawhiti,48965,48948,5,2,4,6,0,1,0,1,0,0,57,4
55,12,Hutt.Valley,149270,149159,25,18,19,49,0,5,1,5,2,0,148,4
55,19,Southern,328230,328087,23,29,28,63,0,4,3,3,3,0,354,4
55,16,West.Coast,32445,32441,2,0,1,1,0,1,0,0,0,0,32,4
55,4,Waikato,417129,416949,36,27,39,78,1,8,5,5,5,0,462,4
55,17,Canterbury,562869,562324,134,89,128,194,1,19,20,18,14,0,701,4
55,13,Capital.and.Coast,316619,316456,43,29,41,50,1,12,10,4,3,0,345,4
55,18,South.Canterbury,60025,60007,6,3,3,6,0,0,0,1,0,0,81,4
55,5,Lakes,110040,110025,4,1,4,6,0,0,0,0,0,0,130,4
55,10,Whanganui,64565,64425,37,24,34,45,0,8,5,3,5,0,87,4
55,9,Hawkes.Bay,165360,165241,23,26,21,49,0,4,4,2,1,0,188,4
55,15,Nelson.Marlborough,150280,150073,49,46,47,65,0,7,11,7,2,0,191,4
56,18,South.Canterbury,60025,60007,5,4,3,6,0,0,1,0,0,0,61,4
56,14,Wairarapa,44845,44840,1,1,2,1,0,0,0,0,0,0,38,4
56,9,Hawkes.Bay,165360,165239,18,25,24,54,0,2,7,8,5,0,194,4
56,5,Lakes,110040,110025,1,4,4,6,0,0,3,0,0,0,120,4
56,19,Southern,328230,328082,25,31,27,65,0,5,3,1,2,0,357,4
56,13,Capital.and.Coast,316619,316449,41,32,43,54,1,7,9,6,4,0,337,4
56,7,Tairawhiti,48965,48948,5,2,3,7,0,0,0,0,1,0,65,4
56,10,Whanganui,64565,64418,30,37,31,49,0,7,14,1,4,0,91,4
56,15,Nelson.Marlborough,150280,150064,44,52,46,74,0,9,14,8,9,0,205,4
56,16,West.Coast,32445,32441,1,1,1,1,0,0,1,0,0,0,39,4
56,2,Auckland,538839,538431,94,85,84,145,1,18,14,9,10,0,607,4
56,0,Northland,178500,178451,11,10,11,17,0,2,2,0,1,0,213,4
56,1,Waitemata,622349,621728,158,113,170,180,1,36,26,25,18,0,803,4
56,17,Canterbury,562869,562303,129,92,137,208,1,21,26,23,14,0,711,4
56,12,Hutt.Valley,149270,149152,26,20,21,51,0,7,6,4,2,0,159,4
56,4,Waikato,417129,416946,35,25,39,84,1,3,4,6,6,0,405,4
56,11,MidCentral,178240,178074,43,35,38,50,0,8,8,6,5,0,197,4
56,3,Counties.Manukau,557785,557494,70,51,64,106,5,15,10,8,13,0,627,4
56,6,Bay.of.Plenty,236818,236689,24,19,20,66,2,6,5,1,5,0,237,4
56,8,Taranaki,119640,119608,5,4,7,16,0,1,0,1,0,0,141,4
57,16,West.Coast,32445,32440,2,1,1,1,0,1,0,0,0,0,41,4
57,9,Hawkes.Bay,165360,165232,22,25,21,60,0,7,3,3,6,0,191,4
57,11,MidCentral,178240,178072,39,33,42,54,0,2,6,8,4,0,227,4
57,0,Northland,178500,178450,12,9,10,19,0,1,0,1,2,0,202,4
57,18,South.Canterbury,60025,60007,4,5,2,7,0,0,1,0,1,0,56,4
57,15,Nelson.Marlborough,150279,150054,43,53,52,77,1,10,11,10,3,1,169,4
57,14,Wairarapa,44845,44840,1,1,2,1,0,0,0,0,0,0,36,4
57,13,Capital.and.Coast,316619,316438,48,29,46,58,1,11,4,7,4,0,349,4
57,2,Auckland,538839,538404,103,89,87,156,1,27,18,14,11,0,612,4
57,17,Canterbury,562869,562286,120,99,144,220,1,17,26,19,12,0,684,4
57,8,Taranaki,119640,119608,5,4,7,16,0,0,0,0,0,0,146,4
57,1,Waitemata,622349,621701,155,124,181,188,1,27,30,19,8,0,799,4
57,12,Hutt.Valley,149270,149148,21,24,21,56,0,4,9,5,5,0,173,4
57,3,Counties.Manukau,557785,557481,72,49,73,110,5,13,11,13,4,0,592,4
57,10,Whanganui,64565,64413,33,32,31,56,0,5,2,7,7,0,72,4
57,6,Bay.of.Plenty,236818,236687,22,15,26,68,2,2,4,8,2,0,284,4
57,19,Southern,328230,328081,18,32,32,67,0,1,8,7,2,0,350,4
57,7,Tairawhiti,48965,48948,3,4,2,8,0,0,2,0,1,0,52,4
57,5,Lakes,110040,110025,1,4,4,6,0,0,0,0,0,0,117,4
57,4,Waikato,417129,416938,33,29,39,90,1,8,10,6,6,0,449,4
58,16,West.Coast,32445,32440,2,1,1,1,0,0,0,0,0,0,30,4
58,17,Canterbury,562869,562262,120,108,152,227,1,24,24,15,7,0,712,4
58,9,Hawkes.Bay,165360,165230,18,24,26,62,0,2,6,7,2,0,170,4
58,10,Whanganui,64565,64409,33,30,34,59,0,4,4,6,3,0,79,4
58,5,Lakes,110040,110024,2,4,4,6,0,1,0,0,0,0,119,4
58,18,South.Canterbury,60025,60007,4,4,3,7,0,0,0,1,0,0,61,4
58,6,Bay.of.Plenty,236818,236684,21,17,27,69,2,3,4,2,1,0,267,4
58,7,Tairawhiti,48965,48947,3,4,3,8,0,1,1,1,0,0,47,4
58,3,Counties.Manukau,557785,557470,60,64,76,115,5,11,23,8,5,0,624,4
58,1,Waitemata,622349,621680,146,126,185,212,1,21,30,28,24,0,816,4
58,13,Capital.and.Coast,316619,316433,43,35,45,63,1,5,10,4,5,0,357,4
58,11,MidCentral,178240,178066,37,34,42,61,0,6,8,7,7,0,217,4
58,0,Northland,178500,178448,13,9,10,20,0,2,1,1,1,0,165,4
58,12,Hutt.Valley,149270,149146,21,22,24,57,0,2,2,4,1,0,176,4
58,15,Nelson.Marlborough,150279,150044,40,55,59,81,1,10,13,11,4,0,211,4
58,14,Wairarapa,44845,44840,1,0,2,2,0,0,0,1,1,0,46,4
58,8,Taranaki,119640,119607,5,5,5,18,0,1,1,0,2,0,107,4
58,2,Auckland,538839,538392,98,81,102,166,1,12,17,25,10,0,643,4
58,4,Waikato,417129,416931,32,33,40,93,1,7,8,4,3,0,440,4
58,19,Southern,328230,328075,23,31,32,69,0,6,1,2,2,0,374,4
59,16,West.Coast,32445,32439,3,1,1,1,0,1,0,0,0,0,31,4
59,3,Counties.Manukau,557785,557469,42,71,80,123,5,1,19,12,8,0,594,4
59,2,Auckland,538839,538383,86,90,106,174,1,9,21,12,8,0,624,4
59,14,Wairarapa,44845,44840,1,0,2,2,0,0,0,0,0,0,47,4
59,7,Tairawhiti,48965,48946,2,6,3,8,0,1,2,0,0,0,50,4
