ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,13,46329,46306,5,1,17,0,0,22,4,0,1,5,0,0,4
0,81,49984,49963,7,2,12,0,0,38,2,1,2,8,0,0,4
0,69,33161,33151,2,2,6,0,0,26,1,0,2,2,0,0,4
0,32,37403,37385,5,0,13,0,0,20,2,0,0,8,0,0,4
0,6,34264,34242,4,1,16,1,0,30,3,0,1,9,1,0,4
0,55,91834,91787,21,5,20,1,0,48,0,1,5,13,1,0,4
0,43,95771,95727,5,5,32,2,0,55,7,1,5,15,2,0,4
0,64,30214,30198,1,3,12,0,0,22,1,0,3,8,0,0,4
0,39,26183,26167,5,0,11,0,0,20,2,1,0,5,0,0,4
0,70,30670,30649,4,2,15,0,0,15,1,0,2,6,0,0,4
0,46,67403,67368,8,3,22,2,0,36,5,1,3,8,2,0,4
0,59,82816,82764,15,4,33,0,0,39,1,1,4,20,0,0,4
0,48,29019,28999,4,2,14,0,0,19,3,1,2,7,0,0,4
0,8,35240,35218,9,0,13,0,0,15,1,0,0,10,0,0,4
0,92,90375,90331,7,4,31,2,0,48,5,1,4,22,2,0,4
0,67,60254,60215,12,4,22,1,1,43,2,1,4,12,1,1,4
0,45,67142,67112,6,0,23,1,0,41,3,0,0,12,1,0,4
0,85,67972,67935,11,2,24,0,0,41,4,1,2,13,0,0,4
0,10,34367,34353,2,2,10,0,0,15,0,1,2,2,0,0,4
0,68,24390,24382,2,0,5,1,0,14,2,0,0,3,1,0,4
0,28,70954,70911,11,4,27,1,0,44,4,1,4,12,1,0,4
0,30,45976,45954,4,0,15,3,0,34,5,0,0,8,3,0,4
0,37,42889,42869,7,2,8,3,0,26,1,0,2,4,3,0,4
0,66,51818,51790,7,3,16,2,0,28,3,1,3,7,2,0,4
0,56,9570,9570,0,0,0,0,0,3,0,0,0,0,0,0,4
0,90,33033,33017,2,3,10,1,0,22,1,0,3,7,1,0,4
0,21,52380,52355,5,2,18,0,0,33,1,0,2,12,0,0,4
0,23,51928,51904,7,1,16,0,0,29,2,0,1,10,0,0,4
0,97,32411,32394,5,2,10,0,0,15,1,1,2,2,0,0,4
0,0,9996,9988,5,0,2,1,0,5,0,0,0,1,1,0,4
0,63,41585,41567,3,0,15,0,0,19,2,0,0,8,0,0,4
0,73,67989,67957,5,1,25,1,0,26,3,1,1,11,1,0,4
0,99,64478,64446,11,0,21,0,0,34,3,1,0,11,0,0,4
0,17,40030,40010,3,1,14,2,0,28,3,0,1,3,2,0,4
0,29,21882,21868,2,2,9,1,0,16,2,1,2,7,1,0,4
0,91,24643,24624,5,1,12,1,0,10,2,0,1,7,1,0,4
0,80,27900,27889,6,0,5,0,0,15,0,0,0,3,0,0,4
0,26,54805,54770,13,2,19,1,0,27,1,0,2,9,1,0,4
0,24,61688,61658,6,3,19,2,1,38,4,0,3,11,2,1,4
0,61,18974,18967,2,0,4,1,0,12,1,0,0,2,1,0,4
0,87,53211,53187,7,4,12,1,0,36,2,0,4,7,1,0,4
0,93,37111,37094,3,0,13,1,0,26,3,0,0,7,1,0,4
0,5,39061,39039,7,0,15,0,0,15,0,0,0,10,0,0,4
0,89,35467,35448,8,3,6,2,0,19,2,0,3,1,2,0,4
0,42,32392,32375,2,1,14,0,0,17,1,0,1,7,0,0,4
0,62,72241,72201,7,3,30,0,0,37,6,3,3,11,0,0,4
0,25,60764,60742,6,3,12,1,0,29,1,2,3,4,1,0,4
0,86,80969,80929,9,1,29,1,0,35,4,0,1,17,1,0,4
0,20,44664,44641,3,2,18,0,0,24,0,0,2,9,0,0,4
0,51,50792,50768,8,2,13,1,0,29,2,0,2,9,1,0,4
0,22,36195,36179,4,1,11,0,0,20,0,0,1,7,0,0,4
0,75,74963,74933,6,1,23,0,0,42,3,0,1,12,0,0,4
0,4,59290,59261,8,2,19,0,0,41,1,0,2,11,0,0,4
0,65,66342,66307,13,0,21,1,0,25,4,3,0,7,1,0,4
0,31,73556,73511,14,3,23,5,0,41,3,3,3,11,5,0,4
0,44,35640,35615,7,1,15,2,0,21,0,0,1,6,2,0,4
0,1,28657,28642,3,1,11,0,0,15,2,1,1,4,0,0,4
0,14,73328,73297,13,3,15,0,0,39,1,0,3,12,0,0,4
0,82,75292,75254,11,3,22,2,0,42,2,1,3,11,2,0,4
0,58,47862,47827,8,3,23,1,0,26,2,1,3,14,1,0,4
0,34,41664,41641,6,5,11,1,0,25,1,1,5,6,1,0,4
0,95,30800,30790,1,1,8,0,0,11,1,0,1,3,0,0,4
0,60,44712,44691,11,1,9,0,0,26,1,0,1,4,0,0,4
0,50,103711,103651,18,5,34,3,0,64,8,3,5,16,3,0,4
0,18,45422,45393,6,4,19,0,0,29,3,1,4,12,0,0,4
0,11,6137,6132,2,1,2,0,0,5,0,0,1,2,0,0,4
0,71,85733,85688,12,4,28,1,0,51,2,1,4,18,1,0,4
0,40,11754,11745,0,2,6,1,0,4,0,0,2,2,1,0,4
0,19,26784,26774,2,1,7,0,0,12,2,0,1,2,0,0,4
0,78,22068,22053,2,3,9,1,0,14,2,0,3,4,1,0,4
0,9,69057,69019,12,4,20,2,0,34,4,4,4,8,2,0,4
0,76,23328,23318,1,2,7,0,0,17,2,0,2,3,0,0,4
0,7,31380,31364,5,1,10,0,0,19,2,0,1,5,0,0,4
0,83,100003,99939,14,7,40,3,0,54,2,2,7,25,3,0,4
0,16,30314,30300,0,0,12,2,0,17,3,0,0,4,2,0,4
0,47,21172,21163,1,1,6,1,0,13,0,0,1,5,1,0,4
0,79,45513,45490,7,1,14,1,0,28,2,0,1,8,1,0,4
0,38,44659,44637,6,1,15,0,0,15,2,3,1,9,0,0,4
0,41,46233,46204,6,5,16,2,0,31,1,1,5,11,2,0,4
0,52,58736,58704,11,4,17,0,0,31,4,1,4,7,0,0,4
0,96,55030,55012,4,0,13,1,0,30,4,0,0,7,1,0,4
0,12,56881,56860,6,2,13,0,0,29,3,1,2,5,0,0,4
0,35,68467,68436,6,3,21,1,0,28,1,0,3,13,1,0,4
0,15,37336,37319,7,0,10,0,0,23,3,1,0,5,0,0,4
0,27,39723,39697,7,2,17,0,0,25,3,2,2,7,0,0,4
0,74,71263,71223,9,5,25,1,0,38,3,1,5,15,1,0,4
0,3,59105,59077,7,2,17,2,0,20,2,2,2,6,2,0,4
0,98,35795,35781,4,1,9,0,0,23,1,0,1,5,0,0,4
0,77,60509,60476,9,3,20,1,0,28,1,2,3,10,1,0,4
0,53,64191,64151,17,2,21,0,0,30,1,1,2,8,0,0,4
