ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,2,360188,360001,55,12,112,8,0,236,24,4,12,49,8,0,4
0,18,146848,146779,22,7,39,1,0,75,1,3,7,20,1,0,4
0,6,178021,177926,24,8,63,0,0,92,7,3,8,31,0,0,4
0,11,169804,169708,19,14,60,3,0,83,11,4,14,30,3,0,4
0,15,185516,185408,26,6,74,2,0,100,8,2,6,37,2,0,4
0,3,339968,339791,54,17,103,3,0,201,11,5,17,51,3,0,4
0,1,239450,239320,44,10,69,7,0,155,10,3,10,40,7,0,4
0,13,287023,286881,34,6,99,3,0,164,14,1,6,52,3,0,4
0,0,202511,202422,23,7,56,3,0,93,5,6,7,28,3,0,4
0,19,206970,206877,21,8,58,6,0,116,12,2,8,34,6,0,4
0,14,108106,108046,20,7,32,1,0,59,5,2,7,18,1,0,4
0,8,336567,336379,59,16,109,4,0,179,20,7,16,56,4,0,4
0,17,262652,262501,40,10,97,4,0,140,14,7,10,52,4,0,4
0,7,121041,120976,23,4,36,2,0,68,4,2,4,18,2,0,4
0,9,387294,387117,49,18,106,4,0,199,10,7,18,66,4,0,4
0,10,495761,495535,60,27,130,9,0,253,13,1,27,63,9,0,4
0,16,86559,86517,12,4,24,2,0,60,3,1,4,12,2,0,4
0,4,533800,533493,72,48,175,12,0,290,26,7,24,83,12,0,4
0,12,229680,229578,26,9,61,6,0,133,8,1,9,30,6,0,4
0,5,122240,122175,14,3,46,2,0,77,7,1,3,22,2,0,4
1,3,339968,339782,49,14,110,13,0,408,41,9,14,17,10,0,4
1,10,495761,495529,52,14,148,18,0,519,38,6,14,27,9,0,4
1,5,122240,122174,13,2,40,11,0,146,14,1,2,3,9,0,4
1,17,262652,262495,36,10,99,12,0,299,34,6,10,10,8,0,4
1,4,533800,533480,64,21,203,32,0,588,59,13,21,48,20,0,4
1,7,121041,120975,14,10,38,4,0,156,11,1,10,4,2,0,4
1,15,185516,185405,19,10,70,12,0,198,21,3,10,6,10,0,4
