ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,65,107896,107839,19,5,30,3,0,60,8,2,5,11,3,0,4
0,93,14668,14658,1,3,6,0,0,10,1,0,3,4,0,0,4
0,72,45260,45238,4,0,18,0,0,27,4,0,0,10,0,0,4
0,89,56268,56248,5,2,11,2,0,35,1,1,2,4,2,0,4
0,21,87439,87398,11,3,26,1,0,45,1,1,3,14,1,0,4
0,84,47093,47061,8,1,18,5,0,27,4,3,1,7,5,0,4
0,92,51319,51294,8,0,17,0,1,28,3,0,0,11,0,1,4
0,78,68403,68377,6,1,19,0,0,36,1,1,1,8,0,0,4
0,48,56848,56820,7,1,18,2,0,36,1,1,1,10,2,0,4
0,71,35253,35233,5,3,12,0,0,21,0,0,3,7,0,0,4
0,99,30552,30537,3,0,11,1,0,18,3,0,0,4,1,0,4
0,81,39696,39690,2,0,4,0,0,34,1,0,0,3,0,0,4
0,14,42328,42309,1,4,13,1,0,28,2,0,4,5,1,0,4
0,9,43638,43624,3,1,9,1,0,15,0,0,1,7,1,0,4
0,55,55330,55300,8,3,19,0,0,26,1,2,3,9,0,0,4
0,49,29626,29614,5,1,6,0,0,10,1,1,1,3,0,0,4
0,29,43024,43002,4,2,16,0,0,33,2,0,2,8,0,0,4
0,56,32802,32783,7,3,9,0,0,13,1,0,3,4,0,0,4
0,91,57959,57921,11,3,23,1,0,49,5,1,3,11,1,0,4
0,35,69505,69467,12,3,21,2,0,43,5,1,3,12,2,0,4
0,47,60908,60879,5,3,20,1,1,28,3,0,3,12,1,1,4
0,64,42583,42563,4,2,13,1,0,17,2,0,2,6,1,0,4
0,28,42227,42206,5,1,14,1,0,26,0,0,1,9,1,0,4
0,98,34026,34005,6,1,14,0,0,20,1,1,1,6,0,0,4
0,8,40442,40421,7,1,13,0,0,15,0,0,1,8,0,0,4
0,86,23730,23714,2,3,11,0,0,20,2,0,3,4,0,0,4
0,37,124817,124756,13,4,40,4,0,72,6,1,4,18,4,0,4
0,0,94194,94148,14,4,27,1,0,56,4,0,4,15,1,0,4
0,18,89526,89486,8,4,25,3,0,47,3,0,4,12,3,0,4
