ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,8,452045,451831,55,20,131,8,0,250,16,2,20,69,8,0,4
0,17,331683,331507,50,15,102,9,0,181,19,3,15,56,9,0,4
0,9,186032,185925,30,6,70,1,0,109,7,4,6,34,1,0,4
0,11,235483,235384,26,8,62,3,0,123,15,2,8,31,3,0,4
0,5,254885,254758,36,8,79,4,0,148,11,3,8,43,4,0,4
0,0,194870,194739,30,22,74,5,0,108,8,0,22,40,5,0,4
0,1,159420,159334,18,12,53,3,0,71,4,2,12,28,3,0,4
0,10,198009,197913,26,5,62,3,0,110,7,3,5,38,3,0,4
0,14,99087,99037,20,1,29,0,0,59,4,1,1,13,0,0,4
0,18,121077,121006,23,5,42,1,0,86,4,4,5,22,1,0,4
0,19,172195,172116,27,4,46,2,0,107,6,2,4,20,2,0,4
0,16,203738,203651,31,8,48,0,0,115,7,0,8,22,0,0,4
0,4,244804,244679,34,8,77,6,0,116,9,2,8,37,6,0,4
0,12,354841,354662,40,14,116,9,0,226,16,3,14,67,9,0,4
0,2,337242,337058,61,20,98,5,0,181,17,6,20,43,5,0,4
0,13,283471,283330,40,11,85,5,0,138,12,3,11,38,5,0,4
0,7,208202,208084,28,8,79,3,0,126,14,2,8,44,3,0,4
0,3,199026,198916,28,11,67,4,0,92,4,1,11,36,4,0,4
0,6,319355,319207,37,7,100,4,0,173,11,8,7,57,4,0,4
0,15,444534,444303,64,20,136,11,0,261,21,8,20,74,11,0,4
1,18,121077,121006,17,6,44,4,0,154,11,0,6,5,3,0,4
1,0,194870,194733,26,10,90,11,0,219,29,6,10,22,6,0,4
1,16,203738,203645,24,13,52,4,0,237,18,6,13,8,4,0,4
1,15,444533,444294,53,20,142,24,1,532,58,9,20,20,13,1,4
1,7,208202,208077,27,8,81,9,0,247,31,7,8,8,6,0,4
1,4,244804,244675,26,12,80,11,0,260,27,4,12,8,5,0,4
1,1,159420,159332,16,4,57,11,0,144,10,2,4,12,8,0,4
1,6,319355,319199,30,15,100,11,0,364,43,8,15,7,7,0,4
1,14,99087,99035,12,10,28,2,0,118,10,2,10,1,2,0,4
1,3,199026,198911,26,7,72,10,0,220,24,5,7,11,6,0,4
1,8,452045,451820,57,9,137,22,0,508,43,11,9,20,14,0,4
1,12,354841,354657,33,12,120,19,0,408,43,5,12,14,10,0,4
1,11,235483,235381,24,5,63,10,0,247,31,3,5,8,7,0,4
1,10,198009,197911,20,8,62,8,0,218,22,2,8,5,5,0,4
1,13,283471,283326,32,12,88,13,0,282,28,4,12,11,8,0,4
1,5,254885,254755,36,3,76,15,0,297,27,3,3,8,11,0,4
1,17,331683,331501,40,16,104,22,0,361,35,6,16,15,13,0,4
1,19,172195,172112,30,1,42,10,0,208,21,4,1,4,8,0,4
1,2,337242,337052,52,15,109,14,0,368,52,6,15,20,9,0,4
1,9,186032,185921,23,11,69,8,0,236,30,4,11,6,7,0,4
2,18,121077,121002,17,4,45,9,0,208,19,4,4,6,5,0,4
2,9,186032,185913,31,0,74,14,0,351,45,8,0,11,6,0,4
2,19,172195,172111,23,8,34,19,0,308,34,1,8,1,9,0,4
2,3,199026,198905,24,8,74,15,0,329,38,6,8,7,5,0,4
2,17,331683,331495,36,10,111,31,0,578,55,6,10,16,9,0,4
2,6,319355,319191,32,6,105,21,0,550,64,8,6,15,10,0,4
2,13,283471,283321,32,5,90,23,0,441,51,5,5,12,10,0,4
2,8,452045,451809,48,20,140,28,0,791,77,11,20,9,6,0,4
2,5,254885,254753,29,9,74,20,0,450,47,2,9,3,5,0,4
2,10,198008,197906,20,5,62,15,1,340,35,5,5,8,7,1,4
