ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,3,361026,360843,43,14,117,9,0,163,13,1,14,71,9,0,4
0,5,312442,312273,45,15,105,4,0,181,17,5,15,60,4,0,4
0,1,315706,315549,46,13,96,2,0,160,10,2,13,56,2,0,4
0,10,83949,83908,14,1,25,1,0,39,3,1,1,13,1,0,4
0,13,465605,465359,61,31,139,15,0,255,21,7,31,75,15,0,4
0,6,124061,124001,15,5,35,5,0,69,6,0,5,18,5,0,4
0,9,348236,348058,58,9,106,5,0,196,16,10,9,58,5,0,4
0,15,274899,274753,44,10,84,8,0,151,16,0,10,38,8,0,4
0,17,400198,399992,50,10,139,7,0,241,23,5,10,68,7,0,4
0,16,144331,144253,25,4,49,0,0,94,4,1,4,28,0,0,4
0,7,363223,363030,44,17,128,4,0,221,18,6,17,68,4,0,4
0,0,188977,188850,29,11,81,6,0,135,10,2,11,48,6,0,4
0,4,190081,189982,20,10,67,2,0,90,5,2,10,35,2,0,4
0,14,268222,268087,42,13,73,7,0,158,9,4,13,41,7,0,4
0,2,131078,131013,20,6,38,1,0,77,4,0,6,24,1,0,4
0,18,97535,97484,8,3,39,1,0,61,4,1,3,21,1,0,4
0,12,127914,127860,9,4,39,2,0,63,3,2,4,26,2,0,4
0,19,270970,270852,32,6,76,4,0,143,7,1,6,36,4,0,4
0,8,159194,159110,24,5,53,2,0,81,6,4,5,28,2,0,4
0,11,372354,372184,42,13,113,2,0,220,18,6,13,62,2,0,4
1,5,312442,312261,49,8,114,10,0,357,38,12,8,15,6,0,4
1,0,188977,188843,28,8,87,11,0,247,23,7,8,11,5,0,4
1,4,190081,189977,20,5,66,13,0,223,24,5,5,10,11,0,4
1,16,144331,144250,24,4,49,4,0,173,17,3,4,4,4,0,4
1,14,268222,268081,37,11,79,14,0,317,29,6,11,13,7,0,4
1,8,159194,159106,24,4,54,6,0,178,17,4,4,5,4,0,4
1,9,348236,348049,55,12,103,17,0,367,50,9,12,9,12,0,4
1,15,274898,274749,35,13,85,16,1,310,36,4,13,10,8,1,4
1,2,131078,131012,12,9,41,4,0,165,15,1,9,6,3,0,4
1,18,97535,97482,7,3,38,5,0,107,13,2,3,3,4,0,4
1,10,83949,83906,15,1,22,5,0,89,10,2,1,1,4,0,4
1,17,400198,399988,44,10,127,29,0,470,49,4,10,10,22,0,4
1,6,124061,124001,9,6,37,8,0,133,12,0,6,5,3,0,4
1,13,465605,465353,42,25,159,26,0,506,55,6,25,31,11,0,4
1,7,363223,363019,38,17,130,19,0,438,52,11,17,17,15,0,4
1,3,361026,360832,44,10,124,16,0,387,50,11,10,14,7,0,4
1,12,127914,127857,9,3,35,10,0,151,15,3,3,4,8,0,4
1,1,315706,315544,38,13,98,13,0,348,34,5,13,13,11,0,4
1,19,270970,270852,25,7,78,8,0,293,28,0,7,6,4,0,4
1,11,372354,372181,34,11,112,16,0,445,58,3,11,13,14,0,4
2,0,188977,188837,29,5,84,22,0,359,39,6,5,8,11,0,4
2,7,363223,363012,40,5,135,31,0,652,85,7,5,17,12,0,4
2,13,465605,465339,46,10,163,47,0,817,98,14,10,25,21,0,4
2,19,270969,270847,24,6,79,13,1,444,54,5,6,7,5,1,4
2,9,348236,348042,45,17,104,28,0,564,89,7,17,12,11,0,4
2,1,315706,315535,37,10,102,22,0,561,59,9,10,13,9,0,4
2,4,190081,189976,15,6,63,21,0,345,38,1,6,5,8,0,4
2,8,159194,159102,22,6,53,11,0,274,30,4,6,4,5,0,4
2,11,372354,372173,32,10,110,29,0,668,99,8,10,11,13,0,4
2,17,400198,399983,39,10,126,40,0,701,73,5,10,10,11,0,4
2,12,127914,127855,9,2,36,12,0,205,29,2,2,3,2,0,4
2,10,83949,83904,12,5,23,5,0,143,15,2,5,1,0,0,4
2,3,361026,360822,44,10,120,30,0,589,84,10,10,10,14,0,4
2,2,131078,131009,13,2,48,6,0,232,19,3,2,9,2,0,4
2,16,144331,144245,23,6,52,5,0,250,24,5,6,4,1,0,4
2,5,312442,312254,41,15,114,18,0,528,64,7,15,8,8,0,4
2,14,268222,268080,30,8,79,25,0,443,45,1,8,11,11,0,4
