ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,3,323935,323769,36,14,113,3,0,172,13,5,14,61,3,0,4
0,13,416395,416183,53,14,135,10,0,229,22,2,14,69,10,0,4
0,4,163374,163302,18,6,46,2,0,94,6,1,6,24,2,0,4
0,19,175252,175153,22,11,62,4,0,101,11,2,11,32,4,0,4
0,8,639284,638953,98,28,198,7,0,344,22,5,28,99,7,0,4
0,5,120048,119987,21,6,33,1,0,66,2,1,6,16,1,0,4
0,2,284034,283890,39,14,84,7,0,135,10,1,14,47,7,0,4
0,12,409579,409384,48,15,126,6,0,220,17,6,15,72,6,0,4
0,0,171702,171610,29,8,55,0,0,94,9,0,8,25,0,0,4
0,10,324045,323879,44,13,103,6,0,155,16,4,13,54,6,0,4
0,9,199598,199500,31,9,55,3,0,101,4,2,9,32,3,0,4
0,17,65819,65789,11,0,19,0,0,34,3,0,0,9,0,0,4
0,11,229122,229011,29,11,66,5,0,135,12,0,11,28,5,0,4
0,1,225979,225882,29,9,58,1,0,137,9,1,9,27,1,0,4
0,18,156485,156417,14,10,42,2,0,93,4,0,10,26,2,0,4
0,6,158061,157956,34,7,61,3,0,81,7,3,7,33,3,0,4
0,14,258162,258021,40,14,79,8,0,144,14,4,14,41,8,0,4
0,15,191347,191231,22,9,79,6,0,103,10,2,9,38,6,0,4
0,16,319849,319689,45,7,103,5,0,164,11,2,7,55,5,0,4
0,7,167931,167853,25,4,48,1,0,85,6,1,4,27,1,0,4
1,1,225979,225879,25,7,60,8,0,274,20,3,7,9,7,0,4
1,7,167931,167851,22,5,46,7,0,164,12,2,5,4,6,0,4
1,12,409579,409378,39,15,126,21,0,463,50,6,15,15,15,0,4
1,4,163374,163298,16,6,48,6,0,194,19,4,6,6,4,0,4
1,11,229122,229006,29,5,71,11,0,272,25,5,5,11,6,0,4
1,18,156485,156415,15,1,50,4,0,181,17,2,1,10,2,0,4
1,13,416395,416173,52,11,136,23,0,468,57,10,11,14,13,0,4
1,0,171702,171608,22,9,59,4,0,193,23,2,9,8,4,0,4
1,17,65819,65788,11,1,14,5,0,80,12,1,1,0,5,0,4
1,9,199598,199498,25,8,61,6,0,223,16,2,8,9,3,0,4
1,2,284034,283888,35,6,91,14,0,292,25,2,6,14,7,0,4
1,6,158061,157953,28,9,64,7,0,177,18,3,9,7,4,0,4
1,14,258162,258019,36,6,85,16,0,289,39,2,6,14,8,0,4
1,19,175252,175149,21,5,67,10,0,221,32,4,5,11,6,0,4
1,10,324045,323872,41,10,109,13,0,334,44,7,10,13,7,0,4
1,15,191347,191228,21,4,78,16,0,234,32,3,4,9,10,0,4
1,5,120048,119984,19,5,35,5,0,144,10,3,5,6,4,0,4
1,8,639284,638939,91,21,203,30,0,708,67,14,21,28,23,0,4
1,16,319849,319685,35,14,99,16,0,370,37,4,14,7,11,0,4
1,3,323935,323763,34,8,114,16,0,388,43,6,8,14,13,0,4
2,19,175252,175142,22,6,66,16,0,323,46,7,6,5,6,0,4
2,17,65819,65787,7,5,13,7,0,108,14,1,5,1,2,0,4
2,7,167931,167848,18,7,44,14,0,255,20,3,7,5,7,0,4
2,4,163374,163295,12,7,50,10,0,290,28,3,7,6,4,0,4
2,12,409579,409372,34,11,133,29,0,711,87,6,11,15,8,0,4
2,11,229121,229001,31,3,71,15,1,407,43,5,3,5,4,1,4
2,14,258162,258017,28,10,75,32,0,430,58,2,10,6,16,0,4
2,1,225979,225877,24,3,56,19,0,415,38,2,3,7,11,0,4
2,15,191347,191219,23,7,76,22,0,348,49,9,7,4,6,0,4
2,16,319849,319678,32,10,108,21,0,568,63,7,10,14,5,0,4
2,2,284034,283885,31,7,86,25,0,449,50,3,7,6,11,0,4
2,5,120048,119980,17,6,37,8,0,226,22,4,6,5,3,0,4
2,8,639284,638923,88,19,203,51,0,1098,127,16,19,21,21,0,4
2,3,323935,323754,37,6,107,31,0,588,72,9,6,8,15,0,4
2,13,416395,416164,43,18,129,41,0,707,89,9,18,11,18,0,4
2,6,158061,157948,26,7,71,9,0,282,31,5,7,9,2,0,4
2,0,171702,171605,22,3,63,9,0,272,39,3,3,9,5,0,4
2,9,199598,199495,22,6,65,10,0,336,33,3,6,8,4,0,4
2,18,156485,156413,11,6,46,9,0,267,29,2,6,1,5,0,4
2,10,324045,323861,42,10,101,31,0,496,67,11,10,10,18,0,4
3,11,229121,228997,29,6,66,23,1,548,61,4,6,3,8,0,4
3,3,323935,323746,34,11,102,42,0,777,95,8,11,6,11,0,4
3,12,409579,409366,28,12,127,46,0,952,125,6,12,11,17,0,4
3,6,158061,157945,23,6,69,18,0,371,46,3,6,7,9,0,4
3,17,65819,65786,7,1,17,8,0,138,17,1,1,5,1,0,4
3,16,319849,319668,33,9,103,36,0,742,93,10,9,10,15,0,4
3,10,324045,323856,34,13,95,47,0,684,97,5,13,10,16,0,4
3,1,225979,225874,22,5,53,25,0,551,53,3,5,3,6,0,4
