ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,0,248914,248770,41,12,87,4,0,143,7,3,12,42,4,0,4
0,1,213281,213178,29,9,62,3,0,123,10,4,9,28,3,0,4
0,18,392848,392632,44,13,147,12,0,212,12,4,13,90,12,0,4
0,7,549521,549233,85,19,177,7,0,303,41,8,19,83,7,0,4
0,19,280625,280483,36,10,92,4,0,168,16,1,10,45,4,0,4
0,14,195800,195699,30,10,57,4,0,115,10,1,10,31,4,0,4
0,2,301991,301821,40,12,113,5,1,188,19,6,12,53,5,1,4
0,9,219231,219132,28,7,59,5,0,106,10,1,7,28,5,0,4
0,6,190315,190233,25,10,43,4,0,97,5,3,10,22,4,0,4
0,12,194238,194147,26,6,54,5,0,102,7,3,6,27,5,0,4
0,4,107444,107394,10,6,33,1,0,60,5,1,6,17,1,0,4
0,15,304540,304381,39,15,99,6,0,171,10,0,15,57,6,0,4
0,11,185368,185263,28,7,65,5,0,104,9,3,7,44,5,0,4
0,5,372669,372483,52,14,115,5,1,189,10,10,14,70,5,1,4
0,17,208600,208487,32,14,62,5,0,113,8,1,14,32,5,0,4
0,8,225259,225149,22,8,75,5,0,117,6,5,8,43,5,0,4
0,10,391220,391030,55,17,107,11,0,198,17,5,17,48,11,0,4
0,16,159305,159224,19,7,51,4,0,76,9,3,7,30,4,0,4
0,3,142659,142581,21,4,51,2,0,78,9,4,4,27,2,0,4
0,13,116170,116111,12,6,38,3,0,81,4,3,6,21,3,0,4
1,5,372669,372479,46,10,125,9,1,378,40,4,10,14,4,0,4
1,10,391220,391022,47,16,120,15,0,441,48,8,16,17,4,0,4
1,9,219231,219130,24,6,63,8,0,242,25,2,6,7,3,0,4
1,13,116170,116109,12,2,40,7,0,145,16,2,2,6,4,0,4
1,6,190315,190230,24,4,48,9,0,214,17,3,4,10,5,0,4
1,8,225258,225140,26,5,76,11,1,261,24,9,5,8,6,1,4
1,18,392848,392626,39,11,145,27,0,415,51,6,11,13,15,0,4
1,12,194238,194145,24,4,57,8,0,198,15,2,4,6,3,0,4
1,0,248914,248762,42,7,88,15,0,298,28,8,7,12,11,0,4
1,2,301991,301817,33,11,115,15,1,371,51,4,11,12,10,0,4
1,19,280625,280478,32,9,95,11,0,343,36,5,9,10,7,0,4
1,15,304540,304375,36,9,104,16,0,356,39,6,9,15,10,0,4
1,16,159305,159221,17,5,53,9,0,185,25,3,5,7,5,0,4
1,4,107444,107394,8,2,37,3,0,123,12,0,2,6,2,0,4
1,14,195800,195697,24,8,62,9,0,208,22,2,8,10,5,0,4
1,7,549521,549222,74,22,178,25,0,632,73,11,22,19,18,0,4
1,3,142659,142579,21,2,48,9,0,160,21,2,2,4,7,0,4
1,17,208600,208481,33,5,68,13,0,240,26,6,5,14,8,0,4
1,1,213281,213175,20,12,65,9,0,248,27,3,12,9,6,0,4
1,11,185368,185259,23,9,63,14,0,214,27,4,9,7,9,0,4
2,16,159305,159218,16,4,53,14,0,268,36,3,4,5,5,0,4
2,11,185368,185253,17,12,65,21,0,326,45,6,12,9,7,0,4
2,7,549521,549209,69,18,182,43,0,957,106,13,18,22,18,0,4
2,5,372669,372474,42,9,119,25,1,595,77,5,9,10,16,0,4
2,13,116170,116106,12,3,41,8,0,202,23,3,3,2,1,0,4
2,12,194238,194142,17,10,54,15,0,313,33,3,10,4,7,0,4
2,19,280625,280471,35,4,93,22,0,509,59,7,4,9,11,0,4
2,0,248914,248759,35,10,83,27,0,444,49,3,10,7,12,0,4
2,1,213281,213174,16,5,68,18,0,384,42,1,5,12,9,0,4
2,4,107444,107390,9,3,35,7,0,179,19,4,3,2,4,0,4
2,14,195800,195692,24,5,65,14,0,320,35,5,5,8,5,0,4
2,8,225258,225131,29,6,75,17,1,390,41,9,6,5,6,0,4
2,2,301991,301809,36,5,116,25,1,540,77,8,5,11,10,0,4
2,17,208600,208480,25,9,66,20,0,361,41,1,9,5,7,0,4
2,3,142658,142574,19,7,46,12,1,241,32,5,7,2,3,1,4
2,10,391220,391016,40,13,125,26,0,633,72,6,13,16,11,0,4
2,6,190315,190229,22,3,48,13,0,331,28,1,3,4,4,0,4
2,18,392848,392617,35,13,147,36,0,650,92,9,13,11,9,0,4
2,9,219231,219125,20,9,59,18,0,368,42,5,9,6,10,0,4
2,15,304540,304367,36,8,99,30,0,547,63,8,8,9,14,0,4
3,13,116170,116104,11,3,39,13,0,259,27,2,3,3,5,0,4
3,16,159305,159215,14,5,48,23,0,355,50,3,5,4,9,0,4
3,10,391220,391009,39,8,127,37,0,867,106,7,8,13,11,0,4
3,18,392847,392610,30,12,145,50,1,875,120,7,12,13,14,1,4
3,19,280625,280459,41,6,88,31,0,675,85,12,6,4,9,0,4
3,2,301991,301805,31,9,105,41,1,707,104,4,9,5,16,0,4
3,5,372669,372462,40,14,119,34,1,803,112,12,14,9,9,0,4
3,0,248914,248758,29,7,86,34,0,587,73,1,7,10,7,0,4
3,6,190315,190225,23,3,46,18,0,436,39,4,3,3,5,0,4
3,8,225258,225128,23,9,75,23,1,513,56,3,9,6,6,0,4
3,15,304540,304358,35,10,94,43,0,733,92,9,10,8,13,0,4
3,4,107443,107389,8,2,32,12,1,231,25,1,2,3,5,1,4
3,17,208600,208476,25,4,67,28,0,465,59,4,4,9,8,0,4
3,12,194238,194136,20,3,57,22,0,440,49,6,3,10,7,0,4
3,14,195800,195685,26,5,66,18,0,436,53,7,5,5,4,0,4
3,9,219231,219119,20,6,60,26,0,500,54,6,6,9,8,0,4
3,7,549521,549190,74,14,182,61,0,1258,158,19,14,18,18,0,4
3,11,185368,185247,18,5,71,27,0,415,56,6,5,12,6,0,4
3,3,142658,142572,16,5,48,17,1,323,43,2,5,7,5,0,4
3,1,213281,213170,18,2,70,21,0,513,57,4,2,5,3,0,4
4,0,248914,248748,32,7,85,42,0,726,89,10,7,7,8,0,4
4,6,190315,190220,20,8,44,23,0,541,51,5,8,3,5,0,4
4,13,116170,116103,7,5,40,15,0,319,36,1,5,3,2,0,4
4,15,304540,304351,36,6,99,48,0,907,110,7,6,10,5,0,4
4,17,208599,208471,24,6,66,32,1,611,79,5,6,4,4,1,4
4,1,213281,213168,13,7,65,28,0,651,79,2,7,2,7,0,4
4,12,194238,194135,14,7,54,28,0,546,59,1,7,3,6,0,4
4,2,301991,301800,27,9,102,53,1,877,135,5,9,9,12,0,4
4,7,549521,549174,72,18,179,78,0,1620,204,16,18,14,17,0,4
4,4,107443,107387,9,1,33,13,1,292,32,2,1,2,1,0,4
4,5,372669,372454,35,13,119,48,1,1016,149,8,13,14,14,0,4
4,11,185368,185244,15,6,70,33,0,531,75,3,6,5,6,0,4
4,3,142658,142569,14,5,47,23,1,378,53,3,5,5,6,0,4
4,8,225258,225124,25,2,78,29,1,661,75,4,2,9,6,0,4
4,9,219231,219114,21,4,58,34,0,618,68,5,4,6,8,0,4
4,14,195800,195681,21,9,62,27,0,546,74,4,9,5,9,0,4
4,16,159305,159212,12,5,48,28,0,429,59,3,5,5,5,0,4
4,19,280625,280454,38,8,84,41,0,839,111,5,8,6,10,0,4
4,10,391220,391003,34,11,118,54,0,1088,132,6,11,8,17,0,4
4,18,392847,392598,32,10,138,69,1,1119,149,12,10,12,19,0,4
5,0,248914,248739,34,7,86,48,0,859,108,9,7,7,6,0,4
5,18,392847,392590,34,6,135,82,1,1362,186,8,6,10,13,0,4
5,7,549521,549162,74,10,177,98,0,1933,254,12,10,18,20,0,4
5,9,219231,219108,23,4,58,38,0,744,82,6,4,4,4,0,4
5,11,185368,185241,14,4,65,44,0,651,96,3,4,6,11,0,4
5,19,280625,280448,35,9,85,48,0,1003,136,6,9,8,7,0,4
5,3,142658,142565,16,2,48,27,1,463,64,4,2,5,4,0,4
5,15,304540,304343,33,11,92,61,0,1068,128,8,11,6,13,0,4
5,5,372669,372450,30,9,115,65,1,1251,178,4,9,13,17,0,4
5,16,159305,159209,12,3,49,32,0,516,70,3,3,5,4,0,4
5,1,213281,213165,10,6,64,36,0,769,93,3,6,7,8,0,4
5,8,225258,225118,25,6,72,37,1,783,101,6,6,2,8,0,4
5,10,391220,390996,34,7,125,58,0,1304,160,7,7,11,4,0,4
5,17,208599,208466,21,8,62,42,1,726,89,5,8,6,10,0,4
5,14,195800,195678,19,5,66,32,0,657,88,3,5,9,5,0,4
5,6,190315,190219,14,7,49,26,0,652,62,1,7,8,3,0,4
5,12,194237,194129,19,1,55,33,1,678,75,6,1,7,5,1,4
5,13,116170,116101,8,1,41,19,0,380,46,2,1,5,4,0,4
5,4,107443,107385,6,5,34,13,1,353,44,2,5,1,0,0,4
5,2,301991,301794,24,9,103,61,1,1048,163,6,9,9,8,0,4
6,16,159305,159204,14,3,47,37,0,589,78,5,3,3,5,0,4
6,7,549521,549148,64,24,178,107,0,2291,299,14,24,10,9,0,4
6,11,185368,185236,11,8,62,51,0,767,114,5,8,4,7,0,4
6,17,208599,208462,19,6,65,47,1,857,109,4,6,8,5,0,4
6,4,107443,107381,7,3,37,15,1,415,54,4,3,5,2,0,4
6,15,304540,304332,38,6,94,70,0,1234,159,11,6,11,9,0,4
6,19,280625,280437,39,7,82,60,0,1152,156,11,7,9,12,0,4
6,1,213281,213162,9,4,60,46,0,885,111,3,4,6,10,0,4
6,8,225258,225112,23,8,74,41,1,922,126,6,8,6,4,0,4
6,13,116170,116098,11,0,37,24,0,436,55,3,0,1,5,0,4
6,18,392847,392581,32,11,130,93,1,1573,218,9,11,6,11,0,4
6,6,190315,190216,15,2,54,28,0,757,72,3,2,7,2,0,4
6,14,195800,195675,20,2,61,42,0,758,102,3,2,5,10,0,4
6,9,219231,219103,22,6,55,45,0,884,97,5,6,4,7,0,4
6,3,142658,142563,15,3,44,33,1,554,76,2,3,2,6,0,4
6,0,248914,248735,28,10,87,54,0,1007,132,4,10,7,6,0,4
6,12,194237,194127,12,9,49,40,1,812,90,2,9,1,7,0,4
6,10,391220,390990,32,8,118,72,0,1517,190,6,8,7,14,0,4
6,2,301991,301789,25,4,100,73,1,1223,189,5,4,9,12,0,4
6,5,372668,372441,32,7,112,76,2,1463,204,9,7,9,11,1,4
7,18,392847,392572,32,9,132,102,1,1791,249,9,9,11,9,0,4
7,6,190314,190215,12,4,46,37,1,869,85,1,4,2,9,1,4
7,17,208599,208459,19,3,68,50,1,972,126,3,3,6,3,0,4
7,19,280625,280431,37,8,82,67,0,1335,176,6,8,7,7,0,4
7,5,372668,372435,29,9,105,90,2,1676,226,6,9,7,14,0,4
7,7,549521,549139,53,20,185,124,0,2627,336,9,20,24,17,0,4
7,8,225258,225105,24,6,73,50,1,1049,146,7,6,8,9,0,4
7,11,185368,185230,11,6,66,55,0,876,130,6,6,8,4,0,4
7,14,195800,195672,16,7,56,49,0,870,116,3,7,2,7,0,4
7,13,116170,116096,10,3,28,33,0,503,64,2,3,0,9,0,4
7,15,304540,304327,37,6,88,82,0,1413,186,5,6,6,12,0,4
7,10,391220,390987,28,7,118,80,0,1750,220,3,7,8,8,0,4
7,1,213281,213157,12,2,57,53,0,994,120,5,2,4,7,0,4
7,3,142658,142560,13,5,43,37,1,636,84,3,5,3,4,0,4
7,16,159305,159202,15,1,43,44,0,672,88,2,1,3,7,0,4
7,4,107443,107376,10,2,38,17,1,481,59,5,2,3,2,0,4
7,0,248913,248728,28,7,83,67,1,1167,151,7,7,10,13,1,4
7,12,194237,194122,16,1,53,45,1,914,104,5,1,9,5,0,4
7,2,301991,301784,22,8,92,85,1,1377,209,5,8,4,12,0,4
7,9,219231,219098,21,6,56,50,0,1023,114,5,6,6,5,0,4
8,8,225258,225099,23,7,71,58,1,1183,162,6,7,6,8,0,4
8,16,159305,159202,11,4,41,47,0,753,98,0,4,1,3,0,4
