ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,10,211891,211775,33,8,68,7,0,107,7,3,8,37,7,0,4
0,8,273609,273465,39,9,91,5,0,153,10,3,9,47,5,0,4
0,6,254415,254282,32,13,86,2,0,129,9,2,13,42,2,0,4
0,4,226337,226211,41,6,75,4,0,125,12,3,6,36,4,0,4
0,1,210829,210722,32,7,62,6,0,121,10,5,7,35,6,0,4
0,3,254248,254122,33,6,84,3,0,128,10,4,6,38,3,0,4
0,7,143896,143824,12,10,49,1,0,77,6,1,10,23,1,0,4
0,5,402465,402257,46,25,129,8,0,216,19,5,25,64,8,0,4
0,15,147636,147558,27,9,40,2,0,66,2,1,9,21,2,0,4
0,11,208636,208534,29,5,64,4,0,130,12,2,5,28,4,0,4
0,19,564360,564050,96,12,195,7,0,314,21,6,20,109,7,0,4
0,12,149123,149045,17,3,55,3,0,98,6,4,3,31,3,0,4
0,18,124358,124305,15,6,30,2,0,74,5,0,6,19,2,0,4
0,16,428397,428188,61,21,121,6,1,249,19,3,21,60,6,1,4
0,14,368745,368556,68,9,108,4,1,200,16,4,9,54,4,1,4
0,13,162048,161965,25,10,44,4,0,75,7,0,10,23,4,0,4
0,17,78711,78676,5,4,25,1,0,44,4,0,4,11,1,0,4
0,2,147333,147256,22,10,43,2,0,91,11,0,10,15,2,0,4
0,0,225229,225128,24,7,69,1,0,139,11,2,7,32,1,0,4
0,9,417734,417531,53,20,122,8,0,222,12,4,20,67,8,0,4
1,12,149123,149042,18,2,50,11,0,186,19,3,2,3,8,0,4
1,1,210829,210719,26,9,62,13,0,244,26,3,9,7,7,0,4
1,17,78711,78674,7,0,23,7,0,92,10,2,0,4,6,0,4
1,13,162048,161962,23,5,47,11,0,150,22,3,5,10,7,0,4
1,5,402465,402251,38,14,139,23,0,439,57,6,14,25,15,0,4
1,0,225229,225122,24,6,72,5,0,265,26,6,6,7,4,0,4
1,10,211890,211772,24,12,69,13,1,236,25,3,12,8,6,1,4
1,4,226337,226207,31,14,78,7,0,264,33,4,14,6,3,0,4
1,7,143896,143821,12,3,55,5,0,164,14,3,3,10,4,0,4
1,11,208636,208530,24,9,63,10,0,249,28,4,9,5,6,0,4
1,2,147333,147254,18,6,49,6,0,165,21,2,6,10,4,0,4
1,19,564359,564040,81,25,175,38,1,624,57,10,25,12,31,1,4
1,16,428397,428174,58,17,128,20,1,521,56,14,17,21,14,0,4
1,9,417734,417530,35,19,133,17,0,422,42,1,19,20,9,0,4
1,8,273609,273459,35,10,89,16,0,340,36,6,10,9,11,0,4
1,14,368745,368548,56,20,105,16,1,406,43,8,20,9,12,0,4
1,3,254248,254119,32,4,84,9,0,281,27,3,4,6,6,0,4
1,15,147636,147556,21,8,45,6,0,153,12,2,8,9,4,0,4
1,6,254415,254280,27,7,88,13,0,275,32,2,7,13,11,0,4
1,18,124358,124303,16,1,32,6,0,136,15,2,1,6,4,0,4
2,19,564359,564028,72,21,190,48,1,920,99,12,21,25,10,0,4
2,4,226337,226198,30,10,81,18,0,420,51,9,10,14,11,0,4
2,0,225229,225116,25,5,73,10,0,414,39,6,5,6,5,0,4
2,6,254415,254277,25,5,85,23,0,420,52,3,5,7,10,0,4
2,12,149123,149039,16,5,46,17,0,285,31,3,5,2,6,0,4
2,11,208636,208524,24,6,66,16,0,355,40,6,6,9,6,0,4
2,18,124358,124302,12,5,28,11,0,192,19,1,5,1,5,0,4
2,9,417734,417523,35,7,131,38,0,660,83,7,7,19,21,0,4
2,8,273609,273454,35,5,92,23,0,509,59,5,5,10,7,0,4
2,3,254248,254115,28,8,79,18,0,446,42,4,8,4,9,0,4
2,17,78711,78672,7,2,21,9,0,146,14,2,2,0,2,0,4
2,7,143896,143815,15,3,50,13,0,265,29,6,3,3,8,0,4
2,13,162048,161960,20,5,45,18,0,252,33,2,5,5,7,0,4
2,5,402464,402247,31,11,138,37,1,673,92,4,11,14,14,1,4
2,16,428397,428166,46,20,138,27,1,776,90,8,20,17,7,0,4
2,2,147333,147251,19,2,50,11,0,259,37,3,2,6,5,0,4
2,1,210829,210713,23,9,64,20,0,385,38,6,9,9,7,0,4
