ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,55,60092,60063,3,4,22,0,0,27,2,1,4,11,0,0,4
0,59,53769,53739,6,1,20,3,0,31,8,0,1,8,3,0,4
0,1,42093,42067,6,2,18,0,0,15,2,0,2,9,0,0,4
0,68,53538,53518,8,2,10,0,0,30,3,1,2,5,0,0,4
0,36,46329,46301,5,3,19,1,0,23,1,1,3,11,1,0,4
0,79,17882,17870,3,2,7,0,0,10,0,1,2,4,0,0,4
0,17,36106,36092,3,3,5,3,0,14,1,0,3,3,3,0,4
0,70,34598,34569,7,3,19,0,0,23,2,1,3,11,0,0,4
0,22,51121,51094,9,2,15,1,0,27,2,2,2,6,1,0,4
0,63,56210,56183,8,2,16,1,0,16,0,1,2,10,1,0,4
0,53,41325,41311,3,0,11,0,0,23,0,1,0,5,0,0,4
0,80,34804,34786,6,0,11,1,0,22,1,0,0,5,1,0,4
0,84,39687,39660,11,3,12,1,0,17,3,0,3,6,1,0,4
0,85,33489,33475,2,0,10,2,0,18,1,0,0,7,2,0,4
0,8,20482,20470,3,2,7,0,0,11,0,0,2,3,0,0,4
0,90,29249,29229,3,1,15,1,0,14,2,0,1,7,1,0,4
0,47,21629,21616,3,1,8,1,0,6,0,0,1,4,1,0,4
0,15,27044,27030,2,1,11,0,0,20,2,1,1,6,0,0,4
0,7,17719,17709,2,2,4,2,0,13,1,1,2,3,2,0,4
0,95,51009,50990,8,0,11,0,0,28,0,0,0,7,0,0,4
0,74,54253,54224,11,3,15,0,0,20,1,1,3,11,0,0,4
0,50,33239,33225,4,0,10,0,0,23,2,1,0,6,0,0,4
0,51,55651,55624,8,2,17,0,0,31,1,2,2,9,0,0,4
0,26,54929,54889,12,2,24,2,0,25,3,1,2,17,2,0,4
0,87,27351,27340,2,0,8,1,0,17,1,0,0,4,1,0,4
0,29,50517,50481,10,2,24,0,0,25,3,2,2,10,0,0,4
0,3,55645,55617,7,2,18,1,0,24,3,0,2,4,1,0,4
0,31,40716,40687,5,0,22,2,0,28,3,0,0,12,2,0,4
0,13,49413,49395,5,0,13,0,0,23,3,0,0,6,0,0,4
0,73,38379,38366,3,2,6,2,0,28,1,1,2,2,2,0,4
0,69,42244,42219,6,0,18,1,0,27,1,1,0,11,1,0,4
0,77,51059,51030,10,3,15,1,0,32,3,0,3,8,1,0,4
0,30,34823,34809,1,0,12,1,0,19,1,0,0,6,1,0,4
0,10,85496,85450,13,3,28,2,0,44,5,0,3,15,2,0,4
0,64,61581,61560,5,3,13,0,0,32,2,1,3,10,0,0,4
0,6,26568,26555,3,1,9,0,0,14,0,1,1,4,0,0,4
0,28,30551,30542,4,0,5,0,0,12,1,0,0,1,0,0,4
0,9,20425,20410,5,2,8,0,0,16,2,0,2,6,0,0,4
0,67,32041,32023,3,2,13,0,0,13,2,0,2,5,0,0,4
0,0,56875,56844,7,1,21,2,0,24,4,0,1,12,2,0,4
0,98,57970,57950,5,3,11,1,0,28,3,1,3,6,1,0,4
0,37,115538,115482,9,3,43,1,0,58,4,1,3,24,1,0,4
0,54,39451,39431,5,1,13,1,0,15,1,1,1,10,1,0,4
0,20,44960,44935,5,1,18,1,0,25,3,2,1,9,1,0,4
0,62,36281,36256,7,2,16,0,0,13,0,1,2,7,0,0,4
0,58,27633,27613,7,1,12,0,0,12,0,1,1,11,0,0,4
0,24,24017,24008,4,2,3,0,0,17,1,0,2,1,0,0,4
0,78,78234,78202,8,3,19,2,0,39,0,0,3,13,2,0,4
0,19,68500,68462,9,3,26,0,0,38,5,1,3,13,0,0,4
0,71,20419,20408,5,2,4,0,0,7,0,0,2,1,0,0,4
0,82,49368,49335,13,4,14,2,0,24,1,0,4,6,2,0,4
0,61,89030,88995,12,1,22,0,0,49,1,0,1,14,0,0,4
0,81,41278,41255,5,1,17,0,0,29,3,1,1,7,0,0,4
0,16,75004,74952,6,7,36,3,0,45,7,3,7,17,3,0,4
0,89,55583,55563,5,2,12,1,0,27,0,1,2,4,1,0,4
0,23,45862,45846,3,1,11,1,0,22,1,0,1,4,1,0,4
0,43,56024,55997,8,3,15,1,0,27,5,0,3,4,1,0,4
0,18,74277,74239,10,0,26,2,0,41,4,0,0,12,2,0,4
0,4,53090,53066,5,3,15,1,0,28,1,1,3,9,1,0,4
0,42,51055,51027,8,4,15,1,0,32,2,1,4,5,1,0,4
0,56,68739,68703,10,1,24,1,0,36,1,1,1,9,1,0,4
0,88,71813,71778,11,3,21,0,0,44,4,0,3,8,0,0,4
0,2,64056,64019,14,7,11,5,0,37,4,1,7,4,5,0,4
0,75,119500,119432,17,9,40,2,0,62,10,2,9,12,2,0,4
0,14,32175,32158,3,4,10,0,0,17,2,1,4,3,0,0,4
0,38,66551,66503,8,5,29,6,0,34,1,0,5,20,6,0,4
0,96,36926,36912,7,2,4,1,0,19,1,0,2,2,1,0,4
0,48,23863,23844,2,1,16,0,0,17,1,1,1,5,0,0,4
0,27,45623,45597,9,1,16,0,0,24,2,0,1,10,0,0,4
0,45,67143,67108,11,3,19,2,0,50,4,1,3,9,2,0,4
0,65,37913,37897,2,2,11,1,0,17,1,0,2,6,1,0,4
0,33,60986,60952,12,4,18,0,0,40,1,1,4,12,0,0,4
0,39,20484,20475,2,0,6,1,0,11,1,0,0,4,1,0,4
0,91,84441,84415,4,3,18,1,0,43,2,0,3,8,1,0,4
0,11,47149,47121,6,4,18,0,0,30,1,2,4,8,0,0,4
0,32,23972,23960,3,1,8,0,0,11,1,0,1,7,0,0,4
0,93,50862,50839,7,2,12,2,0,26,3,0,2,7,2,0,4
0,83,78755,78714,7,6,28,0,0,41,2,1,6,11,0,0,4
0,25,55016,54990,7,0,18,1,0,34,6,1,0,4,1,0,4
0,57,41216,41199,3,2,11,1,0,20,2,0,2,4,1,0,4
0,94,69724,69691,12,0,21,0,0,43,2,1,0,12,0,0,4
0,86,93235,93184,10,8,33,0,0,47,2,1,8,25,0,0,4
0,34,51872,51844,6,8,13,1,0,30,1,0,8,5,1,0,4
0,40,32143,32122,3,4,14,0,0,22,3,0,4,8,0,0,4
0,92,29932,29920,2,0,10,0,0,9,1,0,0,6,0,0,4
0,44,77573,77544,12,5,12,0,0,39,2,2,5,7,0,0,4
0,76,45225,45203,3,1,17,1,0,22,2,0,1,9,1,0,4
0,52,29609,29587,4,1,14,3,0,18,2,0,1,8,3,0,4
0,46,49325,49304,4,0,13,4,0,24,3,0,0,8,4,0,4
0,66,49108,49072,10,3,22,1,0,31,4,0,3,8,1,0,4
0,41,27781,27769,4,0,8,0,0,15,0,0,0,6,0,0,4
0,5,54731,54713,7,0,11,0,0,25,0,0,0,4,0,0,4
0,99,60069,60035,14,3,16,1,0,39,3,0,3,7,1,0,4
0,60,43411,43386,8,2,14,1,0,25,1,1,2,6,1,0,4
0,21,64327,64296,7,1,22,1,0,42,4,0,1,9,1,0,4
0,12,33431,33419,4,0,8,0,0,22,2,0,0,5,0,0,4
0,35,123166,123095,25,6,39,1,0,61,11,4,6,17,1,0,4
0,49,70432,70403,9,1,18,1,0,43,3,1,1,4,1,0,4
0,72,45574,45549,7,2,15,1,0,25,5,1,2,8,1,0,4
0,97,78645,78605,8,3,26,3,0,50,4,0,3,19,3,0,4
1,8,20481,20469,3,1,7,1,1,28,1,1,1,2,1,1,4
1,85,33489,33475,2,0,9,3,0,35,3,0,0,0,1,0,4
1,25,55016,54990,5,2,17,2,0,62,13,0,2,0,1,0,4
1,31,40716,40687,5,0,21,3,0,59,9,0,0,0,1,0,4
1,73,38379,38366,1,2,8,2,0,53,4,0,2,2,0,0,4
1,59,53769,53738,4,3,17,7,0,55,14,1,3,1,4,0,4
1,41,27781,27769,3,1,8,0,0,28,1,0,1,0,0,0,4
1,66,49108,49072,8,2,23,3,0,57,10,0,2,3,2,0,4
1,79,17882,17869,3,1,8,1,0,16,1,1,1,2,1,0,4
1,72,45574,45549,5,2,14,4,0,56,10,0,2,2,3,0,4
1,54,39451,39431,5,0,12,3,0,37,3,0,0,1,2,0,4
1,6,26568,26553,5,0,9,1,0,25,1,2,0,1,1,0,4
1,9,20425,20410,4,1,10,0,0,30,4,0,1,2,0,0,4
1,57,41216,41199,2,1,12,2,0,36,5,0,1,2,1,0,4
1,40,32143,32121,2,2,18,0,0,41,8,1,2,4,0,0,4
1,83,78755,78714,4,3,33,1,0,105,15,0,3,6,1,0,4
1,44,77573,77544,11,1,17,0,0,84,4,0,1,5,0,0,4
1,90,29249,29228,4,0,15,2,0,32,7,1,0,1,1,0,4
1,30,34823,34808,2,0,11,2,0,43,4,1,0,0,1,0,4
1,93,50862,50837,8,1,13,3,0,55,5,2,1,2,1,0,4
1,35,123166,123089,25,6,40,6,0,140,22,6,6,6,5,0,4
1,48,23863,23844,2,0,15,2,0,43,7,0,0,1,2,0,4
1,49,70432,70402,9,1,17,3,0,84,5,1,1,1,2,0,4
1,98,57970,57950,3,2,13,2,0,60,6,0,2,3,1,0,4
1,22,51121,51091,9,3,15,3,0,62,6,3,3,2,2,0,4
1,53,41325,41310,4,0,10,1,0,43,1,1,0,0,1,0,4
1,65,37913,37897,1,1,12,2,0,35,3,0,1,2,1,0,4
1,58,27633,27613,5,2,10,3,0,25,3,0,2,1,3,0,4
