ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,1,68486,68457,5,4,19,1,0,28,2,0,4,10,1,0,4
0,33,112379,112333,15,1,30,0,0,52,1,2,1,19,0,0,4
0,41,46019,46001,3,3,11,1,0,21,1,0,3,6,1,0,4
0,36,113065,113010,17,5,32,1,0,55,3,1,5,14,1,0,4
0,11,119585,119521,17,4,40,3,0,56,6,5,4,18,3,0,4
0,25,115116,115061,17,9,29,0,0,67,3,0,9,17,0,0,4
0,2,48322,48307,6,2,7,0,0,28,1,0,2,3,0,0,4
0,26,121596,121535,15,4,38,4,0,58,4,1,4,24,4,0,4
0,23,145537,145473,24,6,31,3,0,73,4,2,6,15,3,0,4
0,8,76773,76733,11,2,24,3,0,42,3,1,2,11,3,0,4
0,37,134010,133937,19,10,40,4,0,75,8,3,10,22,4,0,4
0,39,63187,63146,13,4,22,2,0,39,1,2,4,10,2,0,4
0,21,93508,93458,11,4,35,0,0,61,4,2,4,19,0,0,4
0,46,121055,120994,14,5,41,1,0,64,3,0,5,20,1,0,4
0,45,130714,130638,26,4,41,5,0,54,7,3,4,20,5,0,4
0,22,132187,132128,14,5,38,2,0,88,7,1,5,17,2,0,4
0,5,47466,47446,7,3,9,1,0,27,3,0,3,5,1,0,4
0,6,51049,51016,5,4,22,2,0,31,3,0,4,6,2,0,4
0,27,104420,104368,9,6,32,5,0,49,6,1,6,16,5,0,4
0,43,203390,203284,30,7,62,7,0,98,10,1,7,36,7,0,4
0,38,105589,105531,18,1,36,3,0,52,3,1,1,20,3,0,4
0,9,122717,122662,14,4,37,0,0,77,11,2,4,17,0,0,4
0,7,177785,177702,28,4,50,1,0,83,3,3,4,28,1,0,4
0,31,44694,44670,5,1,17,1,0,20,1,1,1,8,1,0,4
0,34,86672,86633,11,2,24,2,0,57,6,1,2,13,2,0,4
0,12,167358,167242,33,13,66,4,1,84,17,7,13,25,4,1,4
0,3,79248,79207,10,6,25,0,0,42,3,1,6,15,0,0,4
0,32,75502,75456,14,0,30,2,0,34,5,1,0,15,2,0,4
0,10,68371,68336,9,2,24,0,0,33,2,1,2,8,0,0,4
0,28,62991,62956,8,5,21,1,0,36,4,1,5,12,1,0,4
0,16,45590,45570,9,3,8,0,0,18,0,0,3,4,0,0,4
0,0,158126,158044,19,8,52,3,0,93,8,1,8,22,3,0,4
0,19,82937,82889,9,6,33,0,0,55,3,1,6,21,0,0,4
0,42,42655,42634,6,2,12,1,0,25,0,0,2,6,1,0,4
0,40,85375,85336,10,4,24,1,0,37,3,1,4,15,1,0,4
0,13,181728,181625,26,9,68,0,0,101,10,7,9,32,0,0,4
0,24,82902,82861,11,1,28,1,0,51,3,0,1,19,1,0,4
0,4,108113,108057,17,3,36,0,0,48,3,1,3,16,0,0,4
0,30,71407,71366,12,5,23,1,0,41,1,0,5,18,1,0,4
0,15,39205,39184,3,3,15,0,0,14,1,2,3,10,0,0,4
0,44,96391,96348,11,6,24,2,0,62,1,2,6,17,2,0,4
0,35,47283,47256,8,1,17,1,0,27,1,1,1,11,1,0,4
0,17,107772,107713,11,3,45,0,0,55,3,1,3,20,0,0,4
0,18,216470,216366,36,5,60,3,0,133,10,2,5,31,3,0,4
0,14,135626,135556,14,11,45,0,0,78,7,0,11,20,0,0,4
0,49,86394,86346,8,6,33,1,0,53,11,2,6,12,1,0,4
0,47,52003,51983,6,1,12,1,0,26,0,0,1,7,1,0,4
0,20,159436,159343,29,6,55,3,0,110,6,2,6,28,3,0,4
0,29,104713,104658,21,7,26,1,0,56,2,0,7,10,1,0,4
0,48,57081,57054,6,0,18,3,0,35,5,2,0,9,3,0,4
1,12,167358,167241,28,6,75,8,1,192,39,1,6,13,4,0,4
1,11,119585,119520,10,8,38,9,0,128,18,1,8,4,6,0,4
1,9,122717,122660,15,1,36,5,0,149,20,2,1,4,5,0,4
1,14,135626,135552,16,2,53,3,0,153,15,4,2,11,3,0,4
1,2,48322,48306,6,1,8,1,0,51,3,1,1,2,1,0,4
1,31,44694,44670,5,0,16,3,0,40,5,0,0,1,2,0,4
1,1,68486,68457,4,1,22,2,0,68,7,0,1,4,1,0,4
1,25,115116,115060,14,4,35,3,0,134,8,1,4,9,3,0,4
1,39,63187,63145,13,1,25,3,0,78,6,1,1,4,1,0,4
1,37,134010,133935,17,4,43,11,0,151,14,2,4,10,7,0,4
1,20,159436,159338,30,4,58,6,0,206,21,5,4,6,3,0,4
1,15,39205,39183,3,1,17,1,0,32,2,1,1,3,1,0,4
1,34,86672,86632,9,3,23,5,0,118,12,1,3,2,3,0,4
1,21,93508,93456,8,5,33,6,0,118,11,2,5,4,6,0,4
1,38,105589,105527,14,8,28,12,0,124,9,4,8,1,9,0,4
1,8,76773,76730,9,5,25,4,0,94,10,3,5,2,1,0,4
1,47,52003,51982,5,2,12,2,0,58,4,1,2,1,1,0,4
1,5,47466,47445,7,1,8,5,0,57,6,1,1,3,4,0,4
1,27,104420,104366,9,2,34,9,0,120,16,2,2,6,4,0,4
1,33,112379,112331,11,6,30,1,0,112,9,2,6,1,1,0,4
1,3,79248,79204,9,4,31,0,0,92,13,3,4,6,0,0,4
1,23,145537,145472,17,8,32,8,0,148,10,1,8,6,5,0,4
1,43,203390,203279,27,8,61,15,0,209,25,5,8,7,8,0,4
1,0,158126,158041,16,6,54,9,0,191,24,3,6,8,6,0,4
1,49,86394,86343,9,2,35,5,0,115,19,3,2,6,4,0,4
1,32,75501,75456,12,2,28,3,1,83,11,0,2,0,1,1,4
1,40,85375,85336,7,3,25,4,0,78,11,0,3,4,3,0,4
1,48,57081,57053,7,0,17,4,0,74,13,1,0,0,1,0,4
1,22,132187,132125,15,2,42,3,0,153,17,3,2,5,1,0,4
1,46,121055,120994,12,2,44,3,0,141,12,0,2,5,2,0,4
1,10,68370,68336,9,0,23,2,1,71,6,0,0,2,2,1,4
1,35,47283,47255,6,3,12,7,0,55,7,1,3,1,6,0,4
1,41,46019,46001,3,0,14,1,0,43,2,0,0,3,0,0,4
1,18,216470,216359,35,8,59,9,0,278,27,7,8,5,6,0,4
1,26,121596,121532,13,5,38,8,0,130,16,3,5,4,4,0,4
1,17,107772,107712,10,2,44,4,0,120,16,1,2,3,4,0,4
1,19,82937,82886,9,3,34,5,0,111,14,3,3,6,5,0,4
1,28,62991,62956,6,2,24,3,0,64,10,0,2,5,2,0,4
1,29,104713,104654,21,4,31,3,0,111,9,4,4,7,2,0,4
1,42,42655,42634,5,1,13,2,0,57,1,0,1,2,1,0,4
1,36,113065,113008,15,4,35,3,0,125,12,2,4,5,2,0,4
1,13,181728,181620,21,10,69,8,0,215,24,5,10,9,8,0,4
1,44,96391,96346,10,3,27,5,0,120,4,2,3,6,3,0,4
1,7,177785,177699,23,8,48,7,0,189,12,3,8,4,6,0,4
1,16,45590,45569,7,3,11,0,0,42,1,1,3,3,0,0,4
1,4,108113,108057,15,2,36,3,0,110,10,0,2,3,3,0,4
1,6,51049,51015,4,2,22,6,0,64,6,1,2,4,4,0,4
1,30,71407,71364,11,3,27,2,0,82,7,2,3,5,1,0,4
1,45,130714,130635,24,5,45,5,0,131,14,3,5,4,0,0,4
1,24,82902,82861,9,2,28,2,0,108,10,0,2,1,1,0,4
2,35,47283,47255,6,0,14,8,0,83,8,0,0,3,1,0,4
2,30,71407,71361,10,4,27,5,0,126,16,3,4,3,3,0,4
2,5,47466,47445,3,4,8,6,0,78,8,0,4,1,1,0,4
2,26,121596,121530,12,3,39,12,0,202,29,2,3,5,4,0,4
2,36,113065,113008,13,2,36,6,0,192,19,0,2,4,3,0,4
2,16,45590,45567,8,1,13,1,0,69,6,2,1,3,1,0,4
2,10,68370,68334,10,1,21,4,1,114,12,2,1,0,2,0,4
2,48,57081,57053,6,1,16,5,0,106,14,0,1,0,1,0,4
2,19,82937,82881,13,1,34,8,0,162,25,5,1,3,3,0,4
2,29,104713,104652,17,6,32,6,0,179,16,2,6,4,3,0,4
2,24,82902,82859,9,2,28,4,0,161,18,2,2,2,2,0,4
2,3,79248,79201,12,0,32,3,0,146,22,3,0,4,3,0,4
2,43,203390,203276,22,8,63,21,0,312,38,3,8,8,6,0,4
2,20,159436,159336,27,5,56,12,0,313,34,2,5,4,6,0,4
2,45,130714,130634,19,6,42,13,0,204,27,1,6,5,8,0,4
2,21,93508,93455,6,3,35,9,0,170,22,1,3,5,3,0,4
2,15,39205,39182,3,1,15,4,0,65,7,1,1,1,3,0,4
2,23,145537,145472,12,5,40,8,0,250,18,0,5,8,0,0,4
2,22,132187,132122,14,4,41,6,0,232,27,3,4,2,3,0,4
2,37,134010,133932,19,1,44,14,0,231,30,3,1,4,3,0,4
2,38,105589,105525,10,6,35,13,0,185,17,2,6,8,1,0,4
2,4,108113,108056,8,8,35,6,0,188,17,1,8,2,3,0,4
2,9,122717,122657,14,4,33,9,0,225,35,3,4,1,4,0,4
2,39,63187,63144,10,4,24,5,0,103,11,1,4,1,2,0,4
2,47,52003,51981,2,4,13,3,0,89,8,1,4,2,1,0,4
2,7,177785,177695,23,4,52,11,0,297,20,4,4,8,4,0,4
2,17,107772,107708,11,3,45,5,0,187,27,4,3,2,1,0,4
2,12,167358,167234,30,5,74,15,1,306,63,7,5,6,7,0,4
2,46,121055,120991,10,5,42,7,0,209,21,3,5,2,4,0,4
2,6,51049,51012,7,0,23,7,0,98,11,3,0,2,1,0,4
2,2,48322,48306,2,4,8,2,0,77,6,0,4,1,1,0,4
2,28,62991,62952,8,2,25,4,0,97,17,4,2,2,1,0,4
