ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,38,52169,52142,6,3,17,1,0,28,5,0,3,6,1,0,4
0,37,112366,112297,18,3,45,3,0,76,6,2,3,24,3,0,4
0,40,154860,154787,26,2,41,4,0,82,8,1,2,26,4,0,4
0,20,133398,133335,16,6,39,2,0,70,4,1,6,25,2,0,4
0,10,137304,137242,19,5,37,1,0,70,8,1,5,13,1,0,4
0,13,90611,90562,16,2,30,1,0,58,4,2,2,18,1,0,4
0,21,129411,129327,26,4,53,1,1,73,6,6,4,28,1,1,4
0,27,105704,105648,14,3,36,3,0,52,3,0,3,19,3,0,4
0,41,37628,37609,4,2,13,0,0,15,1,0,2,9,0,0,4
0,17,83541,83490,12,3,34,2,0,40,3,0,3,18,2,0,4
0,1,94755,94702,15,3,33,2,0,56,5,3,3,14,2,0,4
0,36,108149,108079,20,10,39,1,0,56,6,0,10,21,1,0,4
0,3,48238,48214,10,2,10,2,0,33,1,0,2,7,2,0,4
0,15,91831,91795,11,3,21,1,0,40,2,2,3,7,1,0,4
0,14,78096,78059,12,4,21,0,0,39,4,1,4,11,0,0,4
0,35,128093,128025,20,7,41,0,0,76,3,1,7,27,0,0,4
0,18,203756,203653,32,7,60,4,0,107,13,3,7,32,4,0,4
0,0,132780,132711,11,7,50,1,0,87,7,1,7,30,1,0,4
0,7,76831,76792,9,2,27,1,0,48,5,1,2,18,1,0,4
0,22,105611,105546,15,2,46,2,0,55,3,1,2,25,2,0,4
0,48,120677,120617,11,8,41,0,0,57,6,2,8,18,0,0,4
0,26,198650,198562,17,2,67,2,0,119,9,1,2,38,2,0,4
0,24,81967,81922,7,3,32,3,0,47,3,1,3,19,3,0,4
0,16,42742,42717,6,3,16,0,0,22,3,1,3,8,0,0,4
0,8,164072,163988,21,7,55,1,0,93,10,2,7,22,1,0,4
0,12,182677,182580,30,7,55,5,0,85,9,4,7,26,5,0,4
0,46,155981,155906,21,7,41,6,0,90,3,3,7,21,6,0,4
0,49,114405,114339,15,12,36,3,0,59,5,2,12,21,3,0,4
0,34,63738,63706,8,3,19,2,0,38,3,2,3,13,2,0,4
0,25,82318,82266,20,3,28,1,0,44,5,1,3,16,1,0,4
0,45,133181,133122,19,3,33,4,0,75,7,0,3,15,4,0,4
0,29,59296,59280,1,1,12,2,0,35,1,0,1,6,2,0,4
0,6,202310,202205,30,4,68,3,0,93,6,2,4,30,3,0,4
0,2,64112,64087,7,2,15,1,0,33,1,0,2,6,1,0,4
0,23,113796,113725,20,3,47,1,0,66,5,3,3,24,1,0,4
0,44,97306,97270,10,4,18,4,0,58,4,2,4,7,4,0,4
0,4,38846,38828,7,1,10,0,0,22,4,1,1,3,0,0,4
0,39,58547,58512,8,1,25,1,0,27,2,0,1,14,1,0,4
0,19,91793,91764,8,2,19,0,0,45,0,0,2,9,0,0,4
0,11,94134,94092,11,4,25,2,0,53,0,0,4,13,2,0,4
0,33,79724,79685,16,7,15,1,0,45,3,2,7,8,1,0,4
0,28,124101,124024,24,4,46,3,0,57,6,5,4,26,3,0,4
0,42,76471,76442,11,3,14,1,0,51,3,0,3,7,1,0,4
0,30,73586,73549,14,2,20,1,0,38,1,0,2,10,1,0,4
0,5,70035,69992,13,4,25,1,0,39,2,3,4,13,1,0,4
0,9,33738,33723,4,2,9,0,0,24,2,0,2,5,0,0,4
0,43,55904,55870,12,1,20,1,0,31,3,0,1,10,1,0,4
0,31,83681,83641,13,3,24,0,0,41,1,1,3,10,0,0,4
0,32,66506,66467,8,7,21,3,0,45,3,0,7,10,3,0,4
