distributed-seir-08
02:51:46.996 PM 06-Apr-2020
min-pxcor,-15
max-pxcor,15
min-pycor,-15
max-pycor,15
initial-infected,100
alert-policy,global
testing-rate-presymptomatic,0.025
testing-rate-general,5.0E-4
init-alert-level,0
use-seed?,false
seed,30
relative-infectiousness-presymptomatic,0.15
p-icu,0.0125
pop-sd-multiplier,0.45
population,5000000
p-hosp,0.05
uniform-by-pop?,true
infected-to-recovered,0.1
flow-rate,1
cfr-0,0.01
exposed-to-presymptomatic,0.25
time-horizon,7
alert-levels-R0,[2.5 2.1 1.6 1.1 0.6]
num-locales,100
cfr-1,0.02
alert-levels-flow,[1.0 0.5 0.25 0.1 0.05]
presymptomatic-to-infected,1
testing-rate-symptomatic,0.25
icu-cap,500
log-all-locales?,true
ticks,seed,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
13,30,76,45393,45387,1,0,2,3,0,306,5,0,0,0,0,0,0
13,30,78,60877,60853,9,4,7,4,0,421,12,1,4,1,0,0,0
13,30,92,40127,40125,0,0,0,2,0,275,0,0,0,0,0,0,0
13,30,87,53095,53087,2,0,5,1,0,392,3,1,0,2,0,0,0
13,30,81,77754,77734,6,1,7,6,0,606,16,3,1,0,0,0,0
13,30,0,106345,106345,0,0,0,0,0,728,0,0,0,0,0,0,0
13,30,99,18502,18502,0,0,0,0,0,149,0,0,0,0,0,0,0
13,30,96,36605,36604,0,0,0,1,0,254,0,0,0,0,0,0,0
13,30,13,40511,40511,0,0,0,0,0,274,0,0,0,0,0,0,0
13,30,36,56098,56090,1,0,4,3,0,404,5,1,0,1,0,0,0
13,30,61,49772,49772,0,0,0,0,0,363,0,0,0,0,0,0,0
13,30,49,20462,20462,0,0,0,0,0,126,0,0,0,0,0,0,0
13,30,46,30030,30029,0,0,0,1,0,213,1,0,0,0,0,0,0
13,30,1,24740,24734,1,1,2,2,0,178,5,0,1,0,1,0,0
13,30,48,48075,48064,3,1,4,3,0,357,7,1,1,1,0,0,0
13,30,88,68951,68949,0,0,0,2,0,477,0,0,0,0,0,0,0
13,30,79,48294,48294,0,0,0,0,0,326,0,0,0,0,0,0,0
13,30,2,82653,82652,0,0,0,1,0,565,0,0,0,0,0,0,0
13,30,5,37104,37103,0,0,0,1,0,271,0,0,0,0,0,0,0
13,30,27,98056,98054,0,0,0,2,0,712,1,0,0,0,0,0,0
13,30,95,65354,65338,7,3,2,4,0,479,6,2,3,0,0,0,0
13,30,82,38543,38543,0,0,0,0,0,273,0,0,0,0,0,0,0
13,30,39,55473,55466,2,1,2,2,0,372,5,1,1,1,1,0,0
13,30,58,115660,115658,0,0,1,1,0,872,0,0,0,0,0,0,0
13,30,26,25592,25592,0,0,0,0,0,175,0,0,0,0,0,0,0
13,30,60,15059,15059,0,0,0,0,0,99,0,0,0,0,0,0,0
13,30,67,21046,21046,0,0,0,0,0,151,0,0,0,0,0,0,0
13,30,54,36576,36576,0,0,0,0,0,270,0,0,0,0,0,0,0
13,30,29,39332,39330,0,0,2,0,0,286,5,0,0,0,0,0,0
13,30,10,59060,59056,1,0,1,2,0,436,1,1,0,0,0,0,0
13,30,66,29095,29095,0,0,0,0,0,210,0,0,0,0,0,0,0
13,30,21,9539,9538,0,0,0,1,0,58,0,0,0,0,0,0,0
13,30,12,21217,21217,0,0,0,0,0,164,0,0,0,0,0,0,0
13,30,71,15467,15467,0,0,0,0,0,96,0,0,0,0,0,0,0
13,30,43,50039,50038,0,0,1,0,0,347,0,0,0,0,0,0,0
13,30,20,55566,55566,0,0,0,0,0,421,0,0,0,0,0,0,0
13,30,97,74321,74320,0,0,0,1,0,512,3,0,0,0,0,0,0
13,30,32,27081,27081,0,0,0,0,0,191,0,0,0,0,0,0,0
13,30,23,39155,39149,2,0,1,3,0,258,5,0,0,0,0,0,0
13,30,4,28646,28646,0,0,0,0,0,219,0,0,0,0,0,0,0
13,30,24,42784,42779,2,0,1,2,0,321,2,1,0,0,1,0,0
13,30,89,51920,51912,3,1,2,2,0,375,9,1,1,0,1,0,0
13,30,45,42696,42695,0,0,0,1,0,302,1,0,0,0,0,0,0
13,30,34,48555,48555,0,0,0,0,0,334,0,0,0,0,0,0,0
13,30,69,53164,53164,0,0,0,0,0,343,0,0,0,0,0,0,0
13,30,55,83760,83760,0,0,0,0,0,555,0,0,0,0,0,0,0
13,30,56,36265,36265,0,0,0,0,0,258,0,0,0,0,0,0,0
13,30,42,38954,38945,2,1,5,1,0,315,8,1,1,0,0,0,0
13,30,35,93072,93060,2,1,4,5,0,594,5,1,1,0,2,0,0
13,30,16,60228,60219,2,1,5,1,0,461,7,0,1,0,0,0,0
13,30,6,15534,15530,2,0,2,0,0,97,4,0,0,1,0,0,0
13,30,62,40037,40035,1,0,1,0,0,292,4,1,0,0,0,0,0
13,30,33,44395,44381,3,2,7,2,0,349,14,1,2,1,1,0,0
13,30,41,26270,26266,0,0,4,0,0,184,2,0,0,1,0,0,0
13,30,63,27270,27269,0,0,0,1,0,200,3,0,0,0,0,0,0
13,30,28,42641,42631,4,1,4,1,0,302,7,1,1,0,1,0,0
13,30,38,59086,59077,4,1,2,2,0,395,3,2,1,1,0,0,0
13,30,11,76428,76427,0,0,0,1,0,551,1,0,0,0,0,0,0
13,30,44,60299,60299,0,0,0,0,0,446,0,0,0,0,0,0,0
13,30,80,63796,63796,0,0,0,0,0,444,0,0,0,0,0,0,0
13,30,91,104970,104958,2,0,2,8,0,753,7,0,0,0,0,0,0
13,30,52,47337,47327,4,0,4,2,0,325,7,1,0,0,0,0,0
13,30,65,44456,44449,2,0,0,5,0,322,6,0,0,0,1,0,0
13,30,85,46823,46823,0,0,0,0,0,300,0,0,0,0,0,0,0
13,30,94,46129,46123,2,1,2,1,0,295,7,1,1,1,0,0,0
13,30,77,54937,54933,1,0,2,1,0,380,3,0,0,1,0,0,0
14,30,59,33823,33823,0,0,0,0,0,250,0,0,0,0,0,0,0
14,30,21,9539,9538,0,0,0,1,0,64,0,0,0,0,0,0,0
14,30,83,87544,87538,1,0,3,2,0,621,9,0,0,1,1,0,0
14,30,73,63127,63127,0,0,0,0,0,483,0,0,0,0,0,0,0
14,30,37,54083,54074,1,2,4,2,0,432,8,0,2,2,1,0,0
14,30,41,26270,26265,1,0,4,0,0,190,2,1,0,0,0,0,0
14,30,28,42641,42630,3,2,5,1,0,329,7,1,2,1,0,0,0
14,30,1,24740,24734,1,0,3,2,0,189,6,0,0,1,0,0,0
14,30,99,18502,18502,0,0,0,0,0,159,0,0,0,0,0,0,0
14,30,10,59060,59056,1,0,1,2,0,464,1,0,0,0,0,0,0
14,30,43,50039,50038,0,0,1,0,0,371,0,0,0,0,0,0,0
14,30,78,60877,60851,9,2,10,5,0,462,14,2,2,4,1,0,0
14,30,18,43527,43527,0,0,0,0,0,298,0,0,0,0,0,0,0
14,30,8,22374,22374,0,0,0,0,0,187,0,0,0,0,0,0,0
14,30,48,48075,48063,4,0,5,3,0,375,8,1,0,1,0,0,0
14,30,0,106345,106345,0,0,0,0,0,784,0,0,0,0,0,0,0
14,30,77,54937,54932,2,0,2,1,0,411,3,1,0,0,0,0,0
14,30,94,46129,46123,1,1,3,1,0,324,8,0,1,1,0,0,0
14,30,57,52198,52198,0,0,0,0,0,333,0,0,0,0,0,0,0
14,30,82,38543,38543,0,0,0,0,0,288,0,0,0,0,0,0,0
14,30,39,55473,55465,1,2,2,3,0,406,5,1,2,1,1,0,0
14,30,22,41984,41980,0,0,3,1,0,302,4,0,0,0,0,0,0
14,30,75,35676,35674,0,0,0,2,0,279,2,0,0,0,0,0,0
14,30,80,63796,63796,0,0,0,0,0,470,0,0,0,0,0,0,0
14,30,38,59086,59076,4,1,3,2,0,432,3,1,1,1,0,0,0
14,30,88,68951,68949,0,0,0,2,0,505,0,0,0,0,0,0,0
14,30,93,41293,41290,1,0,2,0,0,308,1,1,0,0,0,0,0
14,30,36,56098,56088,3,0,4,3,0,427,7,2,0,0,0,0,0
14,30,70,43648,43648,0,0,0,0,0,346,0,0,0,0,0,0,0
14,30,46,30030,30029,0,0,0,1,0,235,1,0,0,0,0,0,0
14,30,74,44868,44867,0,0,0,1,0,331,0,0,0,0,0,0,0
14,30,31,77510,77497,3,1,8,1,0,619,6,2,1,3,0,0,0
14,30,12,21217,21217,0,0,0,0,0,173,0,0,0,0,0,0,0
14,30,53,34064,34064,0,0,0,0,0,267,0,0,0,0,0,0,0
14,30,51,90058,90041,4,1,7,5,0,674,16,1,1,1,1,0,0
14,30,90,111295,111274,7,1,5,8,0,813,18,2,1,0,2,0,0
14,30,6,15534,15529,2,1,2,0,0,110,5,1,1,0,0,0,0
14,30,58,115660,115658,0,0,1,1,0,928,0,0,0,0,0,0,0
14,30,45,42696,42695,0,0,0,1,0,313,1,0,0,0,0,0,0
14,30,17,70361,70361,0,0,0,0,0,532,0,0,0,0,0,0,0
14,30,33,44395,44377,7,0,8,3,0,382,18,4,0,2,1,0,0
14,30,91,104970,104958,1,1,2,8,0,804,8,0,1,0,0,0,0
14,30,69,53164,53164,0,0,0,0,0,377,0,0,0,0,0,0,0
14,30,63,27270,27269,0,0,0,1,0,210,3,0,0,0,0,0,0
14,30,96,36605,36604,0,0,0,1,0,273,0,0,0,0,0,0,0
14,30,16,60228,60216,5,0,6,1,0,488,9,3,0,1,0,0,0
14,30,44,60299,60299,0,0,0,0,0,484,0,0,0,0,0,0,0
14,30,7,58184,58183,0,0,0,1,0,461,3,0,0,0,0,0,0
14,30,2,82653,82652,0,0,0,1,0,606,0,0,0,0,0,0,0
14,30,19,98412,98404,1,0,4,3,0,789,4,0,0,1,0,0,0
14,30,24,42784,42779,1,1,1,2,0,340,2,0,1,0,0,0,0
14,30,89,51920,51911,4,0,3,2,0,404,10,1,0,1,0,0,0
14,30,35,93072,93059,2,1,5,5,0,634,7,1,1,1,0,0,0
14,30,66,29095,29095,0,0,0,0,0,222,0,0,0,0,0,0,0
14,30,71,15467,15467,0,0,0,0,0,103,0,0,0,0,0,0,0
14,30,97,74321,74320,0,0,0,1,0,543,3,0,0,0,0,0,0
14,30,4,28646,28646,0,0,0,0,0,228,0,0,0,0,0,0,0
14,30,34,48555,48555,0,0,0,0,0,362,0,0,0,0,0,0,0
14,30,13,40511,40511,0,0,0,0,0,296,0,0,0,0,0,0,0
14,30,64,18921,18895,8,0,12,6,0,174,17,1,0,3,0,0,0
14,30,76,45393,45387,1,0,2,3,0,331,6,0,0,0,0,0,0
14,30,32,27081,27081,0,0,0,0,0,208,0,0,0,0,0,0,0
14,30,11,76428,76427,0,0,0,1,0,580,1,0,0,0,0,0,0
14,30,65,44456,44449,2,0,0,5,0,348,6,0,0,0,0,0,0
14,30,52,47337,47326,4,1,3,3,0,339,7,1,1,0,1,0,0
14,30,20,55566,55566,0,0,0,0,0,444,0,0,0,0,0,0,0
14,30,47,37970,37970,0,0,0,0,0,291,0,0,0,0,0,0,0
14,30,30,42487,42487,0,0,0,0,0,342,0,0,0,0,0,0,0
14,30,15,44051,44026,8,2,7,8,0,369,27,4,2,0,0,0,0
14,30,95,65354,65338,6,1,5,4,0,514,7,0,1,3,0,0,0
14,30,84,11924,11913,3,1,4,3,0,89,5,1,1,1,0,0,0
14,30,42,38954,38945,1,1,5,2,0,337,10,0,1,1,1,0,0
14,30,56,36265,36265,0,0,0,0,0,274,0,0,0,0,0,0,0
14,30,62,40037,40034,2,0,1,0,0,321,4,1,0,0,0,0,0
14,30,3,65953,65950,0,0,1,2,0,477,2,0,0,1,0,0,0
14,30,68,58106,58095,5,1,4,1,0,480,9,1,1,1,0,0,0
14,30,87,53095,53086,3,0,4,2,0,419,3,1,0,0,1,0,0
14,30,25,31523,31521,0,0,0,2,0,243,1,0,0,0,1,0,0
14,30,29,39332,39330,0,0,2,0,0,309,6,0,0,0,0,0,0
14,30,5,37104,37103,0,0,0,1,0,291,0,0,0,0,0,0,0
14,30,27,98056,98054,0,0,0,2,0,759,1,0,0,0,0,0,0
14,30,14,88788,88786,1,0,1,0,0,635,3,0,0,0,0,0,0
14,30,50,27732,27732,0,0,0,0,0,194,0,0,0,0,0,0,0
14,30,9,40113,40113,0,0,0,0,0,292,0,0,0,0,0,0,0
14,30,86,56810,56808,1,0,0,1,0,447,1,0,0,0,0,0,0
14,30,98,72150,72146,0,0,4,0,0,570,8,0,0,0,0,0,0
14,30,55,83760,83760,0,0,0,0,0,592,0,0,0,0,0,0,0
14,30,61,49772,49772,0,0,0,0,0,382,0,0,0,0,0,0,0
14,30,49,20462,20462,0,0,0,0,0,139,0,0,0,0,0,0,0
14,30,67,21046,21046,0,0,0,0,0,162,0,0,0,0,0,0,0
14,30,60,15059,15059,0,0,0,0,0,106,0,0,0,0,0,0,0
14,30,85,46823,46823,0,0,0,0,0,326,0,0,0,0,0,0,0
14,30,23,39155,39148,3,0,1,3,0,274,5,1,0,0,0,0,0
14,30,81,77754,77731,7,2,8,6,0,641,20,3,2,1,0,0,0
14,30,26,25592,25592,0,0,0,0,0,189,0,0,0,0,0,0,0
14,30,54,36576,36576,0,0,0,0,0,281,0,0,0,0,0,0,0
14,30,72,39023,39023,0,0,0,0,0,290,0,0,0,0,0,0,0
14,30,79,48294,48294,0,0,0,0,0,350,0,0,0,0,0,0,0
14,30,92,40127,40125,0,0,0,2,0,298,0,0,0,0,0,0,0
14,30,40,43353,43352,0,0,0,1,0,337,1,0,0,0,0,0,0
15,30,55,83760,83760,0,0,0,0,0,627,0,0,0,0,0,0,0
15,30,73,63127,63127,0,0,0,0,0,514,0,0,0,0,0,0,0
15,30,64,18921,18890,13,0,10,8,0,187,20,5,0,0,2,0,0
15,30,65,44456,44449,1,1,0,5,0,369,6,0,1,0,0,0,0
15,30,68,58106,58095,4,1,5,1,0,510,10,0,1,1,0,0,0
15,30,51,90058,90038,6,1,7,6,0,712,18,3,1,1,1,0,0
15,30,47,37970,37970,0,0,0,0,0,308,0,0,0,0,0,0,0
15,30,6,15534,15528,2,1,3,0,0,118,5,1,1,1,0,0,0
15,30,39,55473,55464,2,0,4,3,0,425,5,1,0,2,0,0,0
15,30,52,47337,47326,2,2,4,3,0,361,8,0,2,1,0,0,0
15,30,21,9539,9538,0,0,0,1,0,65,0,0,0,0,0,0,0
15,30,90,111295,111272,6,3,6,8,0,866,20,2,3,1,0,0,0
15,30,34,48555,48555,0,0,0,0,0,390,0,0,0,0,0,0,0
15,30,98,72150,72143,3,0,4,0,0,608,10,3,0,0,0,0,0
15,30,30,42487,42487,0,0,0,0,0,366,0,0,0,0,0,0,0
15,30,97,74321,74320,0,0,0,1,0,584,3,0,0,0,0,0,0
15,30,32,27081,27081,0,0,0,0,0,220,0,0,0,0,0,0,0
15,30,76,45393,45385,3,0,2,3,0,353,6,2,0,0,0,0,0
15,30,27,98056,98054,0,0,0,2,0,820,1,0,0,0,0,0,0
15,30,81,77754,77730,6,2,9,7,0,683,23,1,2,2,1,0,0
15,30,56,36265,36265,0,0,0,0,0,297,0,0,0,0,0,0,0
15,30,1,24740,24733,2,0,3,2,0,199,6,1,0,0,0,0,0
15,30,10,59060,59056,0,1,1,2,0,496,2,0,1,0,0,0,0
15,30,61,49772,49772,0,0,0,0,0,412,0,0,0,0,0,0,0
15,30,80,63796,63796,0,0,0,0,0,506,0,0,0,0,0,0,0
15,30,45,42696,42695,0,0,0,1,0,334,1,0,0,0,0,0,0
15,30,74,44868,44867,0,0,0,1,0,356,0,0,0,0,0,0,0
15,30,31,77510,77495,5,0,9,1,0,663,10,2,0,1,0,0,0
15,30,44,60299,60299,0,0,0,0,0,513,0,0,0,0,0,0,0
15,30,11,76428,76427,0,0,0,1,0,627,1,0,0,0,0,0,0
15,30,60,15059,15059,0,0,0,0,0,114,0,0,0,0,0,0,0
15,30,0,106345,106345,0,0,0,0,0,839,0,0,0,0,0,0,0
15,30,71,15467,15467,0,0,0,0,0,108,0,0,0,0,0,0,0
15,30,59,33823,33823,0,0,0,0,0,265,0,0,0,0,0,0,0
15,30,78,60877,60849,6,5,11,6,0,489,17,2,5,2,1,0,0
15,30,5,37104,37103,0,0,0,1,0,316,0,0,0,0,0,0,0
15,30,66,29095,29095,0,0,0,0,0,225,0,0,0,0,0,0,0
15,30,19,98412,98401,4,0,3,4,0,840,5,3,0,0,1,0,0
15,30,72,39023,39023,0,0,0,0,0,313,0,0,0,0,0,0,0
15,30,25,31523,31521,0,0,0,2,0,263,1,0,0,0,0,0,0
15,30,4,28646,28646,0,0,0,0,0,236,0,0,0,0,0,0,0
15,30,91,104970,104958,1,0,3,8,0,855,8,0,0,1,0,0,0
15,30,37,54083,54074,0,1,5,3,0,457,9,0,1,2,1,0,0
15,30,33,44395,44373,10,1,7,4,0,406,20,4,1,0,1,0,0
15,30,53,34064,34064,0,0,0,0,0,284,0,0,0,0,0,0,0
15,30,8,22374,22374,0,0,0,0,0,197,0,0,0,0,0,0,0
15,30,41,26270,26264,2,0,4,0,0,198,2,1,0,0,0,0,0
15,30,24,42784,42779,1,0,2,2,0,361,2,0,0,1,0,0,0
15,30,83,87544,87537,1,1,2,3,0,665,10,1,1,0,1,0,0
15,30,15,44051,44025,7,2,7,10,0,391,28,1,2,2,2,0,0
15,30,62,40037,40034,2,0,1,0,0,339,4,0,0,0,0,0,0
15,30,69,53164,53164,0,0,0,0,0,411,0,0,0,0,0,0,0
15,30,26,25592,25592,0,0,0,0,0,199,0,0,0,0,0,0,0
15,30,28,42641,42629,4,0,6,2,0,356,8,1,0,2,1,0,0
15,30,94,46129,46121,3,0,4,1,0,346,9,2,0,1,0,0,0
15,30,7,58184,58183,0,0,0,1,0,484,3,0,0,0,0,0,0
15,30,95,65354,65338,5,1,5,5,0,542,8,0,1,1,1,0,0
15,30,16,60228,60214,7,0,6,1,0,516,13,2,0,0,0,0,0
15,30,12,21217,21217,0,0,0,0,0,182,0,0,0,0,0,0,0
15,30,99,18502,18502,0,0,0,0,0,164,0,0,0,0,0,0,0
15,30,77,54937,54932,2,0,2,1,0,440,3,0,0,0,0,0,0
15,30,46,30030,30029,0,0,0,1,0,248,1,0,0,0,0,0,0
15,30,23,39155,39148,2,1,0,4,0,296,5,0,1,0,1,0,0
15,30,57,52198,52198,0,0,0,0,0,366,0,0,0,0,0,0,0
15,30,79,48294,48294,0,0,0,0,0,370,0,0,0,0,0,0,0
15,30,87,53095,53086,2,1,4,2,0,444,5,0,1,0,0,0,0
15,30,22,41984,41979,1,0,3,1,0,321,4,1,0,0,0,0,0
15,30,36,56098,56087,3,1,4,3,0,461,7,1,1,0,0,0,0
15,30,75,35676,35674,0,0,0,2,0,299,2,0,0,0,0,0,0
15,30,29,39332,39330,0,0,2,0,0,320,6,0,0,0,0,0,0
15,30,13,40511,40511,0,0,0,0,0,322,0,0,0,0,0,0,0
15,30,88,68951,68949,0,0,0,2,0,534,0,0,0,0,0,0,0
15,30,49,20462,20462,0,0,0,0,0,148,0,0,0,0,0,0,0
15,30,42,38954,38945,1,0,6,2,0,362,14,0,0,1,0,0,0
15,30,89,51920,51910,4,1,2,3,0,426,10,1,1,0,1,0,0
15,30,43,50039,50038,0,0,0,1,0,397,1,0,0,0,1,0,0
15,30,14,88788,88786,1,0,1,0,0,678,3,0,0,0,0,0,0
15,30,35,93072,93058,3,0,5,6,0,683,8,1,0,1,1,0,0
15,30,96,36605,36604,0,0,0,1,0,300,0,0,0,0,0,0,0
15,30,50,27732,27732,0,0,0,0,0,208,0,0,0,0,0,0,0
15,30,67,21046,21046,0,0,0,0,0,168,0,0,0,0,0,0,0
15,30,40,43353,43352,0,0,0,1,0,360,1,0,0,0,0,0,0
15,30,58,115660,115658,0,0,1,1,0,993,1,0,0,0,0,0,0
15,30,48,48075,48062,3,2,5,3,0,405,8,1,2,0,0,0,0
15,30,85,46823,46823,0,0,0,0,0,360,0,0,0,0,0,0,0
15,30,9,40113,40113,0,0,0,0,0,310,0,0,0,0,0,0,0
15,30,82,38543,38543,0,0,0,0,0,309,0,0,0,0,0,0,0
15,30,93,41293,41290,1,0,2,0,0,330,2,0,0,0,0,0,0
15,30,18,43527,43527,0,0,0,0,0,317,0,0,0,0,0,0,0
15,30,3,65953,65950,0,0,1,2,0,518,2,0,0,0,0,0,0
15,30,38,59086,59074,4,2,3,3,0,464,3,2,2,1,1,0,0
15,30,86,56810,56808,1,0,0,1,0,472,1,0,0,0,0,0,0
15,30,92,40127,40125,0,0,0,2,0,320,0,0,0,0,0,0,0
15,30,2,82653,82652,0,0,0,1,0,644,0,0,0,0,0,0,0
15,30,63,27270,27269,0,0,0,1,0,224,3,0,0,0,0,0,0
15,30,54,36576,36576,0,0,0,0,0,294,0,0,0,0,0,0,0
15,30,70,43648,43648,0,0,0,0,0,366,0,0,0,0,0,0,0
15,30,17,70361,70361,0,0,0,0,0,565,0,0,0,0,0,0,0
15,30,84,11924,11912,3,1,5,3,0,94,5,1,1,1,0,0,0
15,30,20,55566,55566,0,0,0,0,0,469,0,0,0,0,0,0,0
16,30,32,27081,27081,0,0,0,0,0,232,0,0,0,0,0,0,0
16,30,40,43353,43352,0,0,0,1,0,390,1,0,0,0,0,0,0
16,30,44,60299,60299,0,0,0,0,0,545,0,0,0,0,0,0,0
16,30,84,11924,11912,3,0,6,3,0,104,8,0,0,1,0,0,0
16,30,96,36605,36604,0,0,0,1,0,324,0,0,0,0,0,0,0
16,30,60,15059,15059,0,0,0,0,0,117,0,0,0,0,0,0,0
16,30,31,77510,77494,5,1,9,1,0,706,11,1,1,0,0,0,0
16,30,14,88788,88786,0,1,1,0,0,730,4,0,1,0,0,0,0
16,30,7,58184,58183,0,0,0,1,0,510,3,0,0,0,0,0,0
16,30,48,48075,48062,2,1,5,5,0,428,12,0,1,2,2,0,0
16,30,12,21217,21217,0,0,0,0,0,197,0,0,0,0,0,0,0
16,30,38,59086,59073,4,1,5,3,0,502,4,1,1,2,0,0,0
16,30,19,98412,98401,4,0,3,4,0,896,5,0,0,0,0,0,0
16,30,95,65354,65334,9,0,5,6,0,576,9,4,0,1,1,0,0
16,30,59,33823,33823,0,0,0,0,0,282,0,0,0,0,0,0,0
16,30,76,45393,45382,4,2,2,3,0,380,6,3,2,0,0,0,0
16,30,64,18921,18889,9,5,9,9,0,203,23,1,5,0,1,0,0
16,30,98,72150,72143,2,1,4,0,0,636,11,0,1,0,0,0,0
16,30,4,28646,28646,0,0,0,0,0,250,0,0,0,0,0,0,0
16,30,81,77754,77726,9,1,9,9,0,723,25,4,1,2,2,0,0
16,30,56,36265,36265,0,0,0,0,0,312,0,0,0,0,0,0,0
16,30,73,63127,63127,0,0,0,0,0,540,0,0,0,0,0,0,0
16,30,65,44456,44449,0,1,1,5,0,396,6,0,1,1,0,0,0
16,30,71,15467,15467,0,0,0,0,0,119,0,0,0,0,0,0,0
16,30,54,36576,36576,0,0,0,0,0,304,0,0,0,0,0,0,0
16,30,52,47337,47325,2,1,5,4,0,383,9,1,1,2,1,0,0
16,30,23,39155,39148,2,0,1,4,0,326,5,0,0,1,0,0,0
16,30,3,65953,65950,0,0,1,2,0,552,3,0,0,0,0,0,0
16,30,77,54937,54932,1,1,2,1,0,467,4,0,1,0,0,0,0
16,30,63,27270,27269,0,0,0,1,0,235,3,0,0,0,0,0,0
16,30,88,68951,68949,0,0,0,2,0,564,0,0,0,0,0,0,0
16,30,29,39332,39330,0,0,2,0,0,333,7,0,0,0,0,0,0
16,30,6,15534,15528,2,0,4,0,0,125,5,0,0,1,0,0,0
16,30,53,34064,34064,0,0,0,0,0,307,0,0,0,0,0,0,0
16,30,24,42784,42777,3,0,2,2,0,380,3,2,0,0,0,0,0
16,30,97,74321,74320,0,0,0,1,0,624,3,0,0,0,0,0,0
16,30,82,38543,38543,0,0,0,0,0,330,0,0,0,0,0,0,0
16,30,92,40127,40125,0,0,0,2,0,337,0,0,0,0,0,0,0
16,30,93,41293,41290,1,0,2,0,0,353,4,0,0,0,0,0,0
16,30,75,35676,35674,0,0,0,2,0,319,2,0,0,0,0,0,0
16,30,99,18502,18502,0,0,0,0,0,177,0,0,0,0,0,0,0
16,30,11,76428,76427,0,0,0,1,0,666,1,0,0,0,0,0,0
16,30,55,83760,83760,0,0,0,0,0,667,0,0,0,0,0,0,0
16,30,16,60228,60213,5,3,6,1,0,550,13,1,3,0,0,0,0
16,30,78,60877,60847,6,2,15,7,0,521,19,2,2,5,1,0,0
16,30,27,98056,98054,0,0,0,2,0,868,1,0,0,0,0,0,0
16,30,70,43648,43648,0,0,0,0,0,385,0,0,0,0,0,0,0
16,30,68,58106,58094,5,0,5,2,0,537,11,1,0,1,1,0,0
16,30,1,24740,24733,2,0,2,3,0,215,6,0,0,0,1,0,0
16,30,43,50039,50038,0,0,0,1,0,423,1,0,0,0,0,0,0
16,30,36,56098,56087,2,1,4,4,0,494,9,0,1,1,1,0,0
16,30,35,93072,93054,7,0,5,6,0,720,9,4,0,0,0,0,0
16,30,67,21046,21046,0,0,0,0,0,181,0,0,0,0,0,0,0
16,30,17,70361,70361,0,0,0,0,0,604,0,0,0,0,0,0,0
16,30,61,49772,49772,0,0,0,0,0,438,0,0,0,0,0,0,0
16,30,79,48294,48294,0,0,0,0,0,392,0,0,0,0,0,0,0
16,30,66,29095,29095,0,0,0,0,0,238,0,0,0,0,0,0,0
16,30,8,22374,22374,0,0,0,0,0,210,0,0,0,0,0,0,0
16,30,80,63796,63796,0,0,0,0,0,536,0,0,0,0,0,0,0
16,30,87,53095,53084,2,2,4,3,0,471,5,2,2,1,1,0,0
16,30,74,44868,44867,0,0,0,1,0,382,0,0,0,0,0,0,0
16,30,10,59060,59056,0,0,2,2,0,523,2,0,0,1,0,0,0
16,30,25,31523,31521,0,0,0,2,0,290,1,0,0,0,0,0,0
16,30,26,25592,25592,0,0,0,0,0,208,0,0,0,0,0,0,0
16,30,37,54083,54070,4,0,3,6,0,482,12,4,0,1,3,0,0
16,30,57,52198,52198,0,0,0,0,0,396,0,0,0,0,0,0,0
16,30,13,40511,40511,0,0,0,0,0,341,0,0,0,0,0,0,0
16,30,30,42487,42487,0,0,0,0,0,386,0,0,0,0,0,0,0
16,30,9,40113,40113,0,0,0,0,0,332,0,0,0,0,0,0,0
16,30,42,38954,38945,1,0,4,4,0,391,14,0,0,0,2,0,0
16,30,94,46128,46121,2,1,2,2,1,369,9,0,1,0,1,1,0
16,30,72,39023,39023,0,0,0,0,0,339,0,0,0,0,0,0,0
16,30,45,42696,42695,0,0,0,1,0,348,1,0,0,0,0,0,0
16,30,46,30030,30029,0,0,0,1,0,264,1,0,0,0,0,0,0
16,30,39,55473,55462,3,1,4,3,0,461,6,2,1,0,0,0,0
16,30,91,104970,104957,2,0,3,8,0,906,8,1,0,0,0,0,0
16,30,28,42641,42626,6,1,6,2,0,374,9,3,1,0,0,0,0
16,30,86,56810,56808,1,0,0,1,0,509,1,0,0,0,0,0,0
16,30,85,46823,46823,0,0,0,0,0,388,0,0,0,0,0,0,0
16,30,21,9539,9538,0,0,0,1,0,66,0,0,0,0,0,0,0
16,30,83,87544,87537,1,0,3,3,0,711,11,0,0,1,0,0,0
16,30,58,115660,115658,0,0,1,1,0,1054,2,0,0,0,0,0,0
16,30,15,44051,44019,12,1,9,10,0,414,28,6,1,2,0,0,0
16,30,20,55566,55566,0,0,0,0,0,496,0,0,0,0,0,0,0
16,30,51,90058,90035,7,2,8,6,0,754,18,3,2,1,0,0,0
16,30,50,27732,27732,0,0,0,0,0,219,0,0,0,0,0,0,0
16,30,89,51920,51910,3,1,3,3,0,450,10,0,1,1,0,0,0
16,30,0,106345,106345,0,0,0,0,0,894,0,0,0,0,0,0,0
16,30,34,48555,48555,0,0,0,0,0,408,0,0,0,0,0,0,0
