ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
26,56,Waimate.District,8079,7908,27,33,48,63,1,27,27,17,11,0,51,4
26,21,Stratford.District,9860,9860,0,0,0,0,0,0,0,0,0,0,11,4
26,45,Kaikoura.District,4110,4109,0,1,0,0,0,0,1,0,0,0,7,4
26,59,Queenstown-Lakes.District,41700,41461,31,44,74,90,0,31,28,23,12,0,109,4
26,38,Ōpōtiki.District,9720,9720,0,0,0,0,0,0,0,0,0,0,5,4
26,18,South.Waikato.District,25100,25100,0,0,0,0,0,0,0,0,0,0,22,4
26,49,Hurunui.District,12950,12950,0,0,0,0,0,0,0,0,0,0,17,4
26,5,Carterton.District,9690,9687,1,1,1,0,0,1,1,1,0,0,14,4
26,32,Taupo.District,39300,39294,0,1,3,2,0,0,1,0,1,0,38,4
26,28,Tararua.District,18650,18536,13,18,34,49,0,13,13,11,7,0,36,4
26,58,Central.Otago.District,23100,23083,3,5,7,2,0,3,3,1,2,0,26,4
26,25,Rangitikei.District,15750,15750,0,0,0,0,0,0,0,0,0,0,11,4
26,44,Marlborough.District,49200,49061,16,23,46,54,0,16,18,13,7,0,91,4
26,20,New.Plymouth.District,84400,84397,1,0,2,0,0,1,0,1,0,0,99,4
26,37,Kawerau.District,7490,7490,0,0,0,0,0,0,0,0,0,0,7,4
26,2,Lower.Hutt.City,108700,108592,13,21,44,30,0,13,15,14,2,0,159,4
26,34,Tauranga.City,144700,144687,3,0,4,6,0,3,0,2,0,0,146,4
26,16,Waipa.District,56200,56197,1,1,0,1,0,1,1,0,1,0,59,4
26,14,Matamata-Piako.District,36000,35994,0,2,3,1,0,0,2,1,0,0,35,4
26,3,Wellington.City,210400,210288,17,16,33,46,0,17,10,17,3,0,255,4
26,23,Ruapehu.District,12750,12750,0,0,0,0,0,0,0,0,0,0,18,4
26,1,Upper.Hutt.City,46000,45995,0,1,3,1,0,0,0,2,0,0,50,4
26,51,Christchurch.City,385497,384869,96,115,209,208,3,96,84,62,36,0,605,4
26,52,Selwyn.District,65598,65280,50,62,117,89,2,50,41,31,16,0,177,4
26,39,Gisborne.District,49300,49300,0,0,0,0,0,0,0,0,0,0,45,4
26,50,Waimakariri.District,62800,62775,7,10,4,4,0,7,7,0,0,0,76,4
26,9,Whangarei.District,96000,95950,8,4,18,20,0,8,3,7,3,0,142,4
26,65,Auckland,1642798,1641794,119,185,340,360,2,119,130,109,45,1,1858,4
26,60,Dunedin.City,131700,131677,5,3,10,5,0,5,2,3,0,0,155,4
26,0,Porirua.City,59100,59096,0,1,2,1,0,0,1,2,1,0,60,4
26,36,Whakatane.District,37100,37098,0,0,1,1,0,0,0,1,0,0,39,4
26,10,Kaipara.District,24100,24100,0,0,0,0,0,0,0,0,0,0,22,4
26,26,Manawatu.District,31700,31697,0,0,0,3,0,0,0,0,2,0,30,4
26,13,Waikato.District,79900,79725,14,30,47,84,0,14,22,18,13,0,124,4
26,42,Napier.City,65000,64998,0,0,0,2,0,0,0,0,0,0,79,4
26,11,Thames-Coromandel.District,31500,31500,0,0,0,0,0,0,0,0,0,0,37,4
26,19,Central.Hawke's.Bay.District,14850,14850,0,0,0,0,0,0,0,0,0,0,14,4
26,63,Gore.District,12800,12712,10,20,33,25,0,10,10,12,3,0,35,4
26,35,Rotorua.District,75099,74993,18,19,35,34,1,18,12,12,7,0,117,4
26,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,16,4
26,40,Wairoa.District,8680,8680,0,0,0,0,0,0,0,0,0,0,10,4
26,48,Westland.District,8960,8960,0,0,0,0,0,0,0,0,0,0,12,4
26,12,Hauraki.District,21000,20996,1,0,1,2,0,1,0,0,0,0,26,4
26,8,Far.North.District,68500,68491,1,1,2,5,0,1,1,1,1,0,68,4
26,57,Waitaki.District,23200,23195,1,1,3,0,0,1,1,0,0,0,17,4
26,15,Hamilton.City,169500,169440,9,13,20,18,0,9,7,8,3,0,187,4
26,7,Tasman.District,54799,54758,8,6,16,11,1,8,6,9,1,0,78,4
26,6,South.Wairarapa.District,11100,11089,3,3,3,2,0,3,1,0,0,0,19,4
26,47,Grey.District,13750,13750,0,0,0,0,0,0,0,0,0,0,15,4
26,30,Kapiti.Coast.District,56000,55996,2,1,0,1,0,2,1,0,1,0,67,4
26,61,Clutha.District,18350,18333,3,1,6,7,0,3,0,2,0,0,28,4
26,22,South.Taranaki.District,28600,28594,0,3,1,2,0,0,2,0,0,0,40,4
26,53,Ashburton.District,34800,34800,0,0,0,0,0,0,0,0,0,0,42,4
26,54,Timaru.District,47900,47891,1,3,4,1,0,1,3,1,0,0,52,4
26,41,Hastings.District,84998,84956,4,12,16,10,2,4,9,7,2,0,101,4
26,31,Waitomo.District,9490,9490,0,0,0,0,0,0,0,0,0,0,15,4
26,17,Ōtorohanga.District,10500,10500,0,0,0,0,0,0,0,0,0,0,7,4
26,55,Mackenzie.District,5140,5122,4,1,7,6,0,4,0,1,1,0,9,4
26,4,Masterton.District,26800,26799,0,0,0,1,0,0,0,0,0,0,28,4
26,27,Palmerston.North.City,88300,88291,1,2,5,1,0,1,2,4,1,0,81,4
26,62,Southland.District,32100,32093,1,1,5,0,0,1,1,2,0,0,43,4
26,29,Horowhenua.District,35000,34982,2,8,6,2,0,2,8,1,0,0,41,4
26,24,Whanganui.District,47300,47300,0,0,0,0,0,0,0,0,0,0,37,4
26,64,Invercargill.City,56200,56191,2,0,4,3,0,2,0,2,0,0,47,4
26,33,Western.Bay.of.Plenty.District,53900,53900,0,0,0,0,0,0,0,0,0,0,55,4
26,43,Nelson.City,52900,52898,0,1,0,1,0,0,1,0,0,0,55,4
27,13,Waikato.District,79900,79699,26,27,52,96,0,26,14,17,12,0,151,4
27,27,Palmerston.North.City,88300,88288,3,1,6,2,0,3,1,2,1,0,85,4
27,42,Napier.City,65000,64998,0,0,0,2,0,0,0,0,0,0,67,4
27,47,Grey.District,13750,13750,0,0,0,0,0,0,0,0,0,0,17,4
27,29,Horowhenua.District,35000,34980,2,5,11,2,0,2,2,5,0,0,38,4
27,34,Tauranga.City,144700,144687,0,3,2,8,0,0,3,0,2,0,169,4
27,11,Thames-Coromandel.District,31500,31500,0,0,0,0,0,0,0,0,0,0,39,4
27,1,Upper.Hutt.City,46000,45993,2,1,3,1,0,2,0,0,0,0,42,4
27,32,Taupo.District,39300,39291,3,0,3,3,0,3,0,1,1,0,55,4
27,26,Manawatu.District,31700,31697,0,0,0,3,0,0,0,0,0,0,42,4
27,55,Mackenzie.District,5140,5117,5,4,5,9,0,5,4,1,3,0,10,4
27,44,Marlborough.District,49199,49040,21,26,45,67,1,21,16,13,13,1,99,4
27,62,Southland.District,32100,32090,3,1,4,2,0,3,1,1,2,0,34,4
27,60,Dunedin.City,131700,131673,4,5,11,7,0,4,5,3,2,0,138,4
27,21,Stratford.District,9860,9860,0,0,0,0,0,0,0,0,0,0,10,4
27,8,Far.North.District,68500,68490,1,2,1,6,0,1,1,0,1,0,57,4
27,24,Whanganui.District,47300,47300,0,0,0,0,0,0,0,0,0,0,51,4
27,23,Ruapehu.District,12750,12750,0,0,0,0,0,0,0,0,0,0,12,4
27,6,South.Wairarapa.District,11100,11086,3,4,5,2,0,3,3,2,0,0,23,4
27,4,Masterton.District,26800,26799,0,0,0,1,0,0,0,0,0,0,34,4
27,12,Hauraki.District,21000,20996,0,1,1,2,0,0,1,0,0,0,18,4
27,40,Wairoa.District,8680,8680,0,0,0,0,0,0,0,0,0,0,14,4
27,48,Westland.District,8960,8960,0,0,0,0,0,0,0,0,0,0,10,4
27,37,Kawerau.District,7490,7490,0,0,0,0,0,0,0,0,0,0,8,4
27,63,Gore.District,12800,12698,14,18,35,35,0,14,10,12,10,0,47,4
27,64,Invercargill.City,56200,56190,1,2,2,5,0,1,2,0,2,0,45,4
27,17,Ōtorohanga.District,10500,10500,0,0,0,0,0,0,0,0,0,0,7,4
27,10,Kaipara.District,24100,24100,0,0,0,0,0,0,0,0,0,0,15,4
27,39,Gisborne.District,49300,49300,0,0,0,0,0,0,0,0,0,0,49,4
27,45,Kaikoura.District,4110,4108,1,0,1,0,0,1,0,1,0,0,8,4
27,25,Rangitikei.District,15750,15750,0,0,0,0,0,0,0,0,0,0,12,4
27,7,Tasman.District,54799,54751,7,9,17,15,1,7,8,5,4,0,48,4
27,51,Christchurch.City,385497,384775,94,130,247,251,3,94,96,81,43,0,595,4
27,57,Waitaki.District,23200,23191,4,1,4,0,0,4,1,1,0,0,34,4
27,49,Hurunui.District,12950,12950,0,0,0,0,0,0,0,0,0,0,14,4
27,41,Hastings.District,84998,84948,8,9,20,13,2,8,4,7,3,0,101,4
27,50,Waimakariri.District,62800,62772,3,10,11,4,0,3,7,7,0,0,85,4
27,0,Porirua.City,59100,59096,0,0,2,2,0,0,0,1,1,0,52,4
27,38,Ōpōtiki.District,9720,9720,0,0,0,0,0,0,0,0,0,0,8,4
27,59,Queenstown-Lakes.District,41700,41424,37,47,90,102,0,37,31,28,12,0,123,4
27,61,Clutha.District,18350,18329,4,4,5,8,0,4,3,0,1,0,29,4
27,54,Timaru.District,47900,47888,3,1,7,1,0,3,1,3,0,0,56,4
27,18,South.Waikato.District,25100,25100,0,0,0,0,0,0,0,0,0,0,29,4
27,31,Waitomo.District,9490,9490,0,0,0,0,0,0,0,0,0,0,10,4
27,28,Tararua.District,18650,18523,13,17,41,56,0,13,13,14,7,0,49,4
27,14,Matamata-Piako.District,36000,35994,0,0,4,2,0,0,0,2,1,0,34,4
27,3,Wellington.City,210400,210270,18,23,36,53,0,18,17,10,7,0,237,4
27,20,New.Plymouth.District,84400,84396,1,1,1,1,0,1,1,0,1,0,75,4
27,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,6,4
27,15,Hamilton.City,169500,169433,7,12,24,24,0,7,9,10,6,0,185,4
27,36,Whakatane.District,37100,37098,0,0,1,1,0,0,0,0,0,0,46,4
27,9,Whangarei.District,96000,95944,6,9,19,22,0,6,8,3,2,0,111,4
27,56,Waimate.District,8079,7877,31,41,61,69,1,31,27,19,6,0,69,4
27,19,Central.Hawke's.Bay.District,14850,14850,0,0,0,0,0,0,0,0,0,0,10,4
27,65,Auckland,1642796,1641644,150,188,385,429,4,150,119,116,69,2,2017,4
27,2,Lower.Hutt.City,108700,108572,20,20,49,39,0,20,13,14,9,0,162,4
27,58,Central.Otago.District,23100,23078,5,4,10,3,0,5,3,4,1,0,26,4
27,33,Western.Bay.of.Plenty.District,53900,53900,0,0,0,0,0,0,0,0,0,0,66,4
27,5,Carterton.District,9690,9686,1,1,1,1,0,1,1,1,1,0,11,4
27,35,Rotorua.District,75099,74978,15,26,35,45,1,15,18,11,11,0,96,4
27,53,Ashburton.District,34800,34800,0,0,0,0,0,0,0,0,0,0,29,4
27,16,Waipa.District,56200,56196,1,1,1,1,0,1,1,1,0,0,65,4
