ticks,who,name,pop.0,susceptible,exposed,presymptomatic,infected,recovered,dead,new.exposed,new.presymptomatic,new.infected,new.recovered,new.dead,new.tests,alert.level
26,32,Taupo.District,39300,39300,0,0,0,0,0,0,0,0,0,0,35,4
26,27,Palmerston.North.City,88300,88190,13,21,34,42,0,13,17,11,3,0,113,4
26,15,Hamilton.City,169500,169416,16,19,30,19,0,16,14,10,7,0,205,4
26,26,Manawatu.District,31700,31607,10,19,29,35,0,10,11,10,5,0,56,4
26,31,Waitomo.District,9490,9490,0,0,0,0,0,0,0,0,0,0,15,4
26,6,South.Wairarapa.District,11100,11069,4,4,11,12,0,4,2,4,1,0,24,4
26,48,Westland.District,8960,8960,0,0,0,0,0,0,0,0,0,0,8,4
26,34,Tauranga.City,144700,144686,3,3,2,6,0,3,2,0,0,0,142,4
26,18,South.Waikato.District,25100,25098,0,1,0,1,0,0,1,0,0,0,24,4
26,59,Queenstown-Lakes.District,41700,41697,1,0,0,2,0,1,0,0,0,0,39,4
26,10,Kaipara.District,24100,24089,1,1,4,5,0,1,1,2,0,0,34,4
26,28,Tararua.District,18650,18650,0,0,0,0,0,0,0,0,0,0,24,4
26,63,Gore.District,12800,12800,0,0,0,0,0,0,0,0,0,0,19,4
26,65,Auckland,1642797,1641846,121,186,309,335,3,121,129,96,47,0,1922,4
26,39,Gisborne.District,49300,49289,2,0,4,5,0,2,0,2,1,0,59,4
26,1,Upper.Hutt.City,46000,45992,0,1,5,2,0,0,1,1,0,0,40,4
26,0,Porirua.City,59100,59099,0,1,0,0,0,0,1,0,0,0,75,4
26,47,Grey.District,13750,13750,0,0,0,0,0,0,0,0,0,0,9,4
26,30,Kapiti.Coast.District,56000,56000,0,0,0,0,0,0,0,0,0,0,65,4
26,35,Rotorua.District,75100,75100,0,0,0,0,0,0,0,0,0,0,82,4
26,62,Southland.District,32100,32100,0,0,0,0,0,0,0,0,0,0,43,4
26,57,Waitaki.District,23200,23192,2,1,3,2,0,2,0,2,2,0,28,4
26,60,Dunedin.City,131700,131642,6,11,19,22,0,6,7,7,7,0,147,4
26,24,Whanganui.District,47300,47300,0,0,0,0,0,0,0,0,0,0,51,4
26,40,Wairoa.District,8680,8680,0,0,0,0,0,0,0,0,0,0,12,4
26,43,Nelson.City,52900,52900,0,0,0,0,0,0,0,0,0,0,42,4
26,14,Matamata-Piako.District,36000,35999,0,0,1,0,0,0,0,0,0,0,35,4
26,2,Lower.Hutt.City,108700,108623,13,15,30,19,0,13,13,8,2,0,123,4
26,51,Christchurch.City,385499,384929,79,107,170,214,1,79,75,53,30,1,530,4
26,52,Selwyn.District,65600,65477,18,27,28,50,0,18,17,7,15,0,104,4
26,58,Central.Otago.District,23100,23097,0,1,2,0,0,0,1,1,0,0,18,4
26,12,Hauraki.District,21000,21000,0,0,0,0,0,0,0,0,0,0,28,4
26,37,Kawerau.District,7490,7489,0,0,0,1,0,0,0,0,0,0,7,4
26,49,Hurunui.District,12950,12950,0,0,0,0,0,0,0,0,0,0,13,4
26,19,Central.Hawke's.Bay.District,14850,14850,0,0,0,0,0,0,0,0,0,0,19,4
26,64,Invercargill.City,56200,56180,2,2,10,6,0,2,2,3,0,0,63,4
26,29,Horowhenua.District,35000,34932,9,12,20,27,0,9,9,5,4,0,55,4
26,22,South.Taranaki.District,28599,28536,8,8,23,24,1,8,4,6,6,0,49,4
26,13,Waikato.District,79900,79856,7,7,17,13,0,7,6,3,3,0,103,4
26,53,Ashburton.District,34800,34796,1,0,2,1,0,1,0,2,1,0,28,4
26,7,Tasman.District,54800,54776,2,9,7,6,0,2,9,1,1,0,56,4
26,56,Waimate.District,8080,8064,2,3,3,8,0,2,1,0,1,0,13,4
26,61,Clutha.District,18350,18347,2,0,1,0,0,2,0,0,0,0,22,4
26,33,Western.Bay.of.Plenty.District,53900,53899,0,1,0,0,0,0,0,0,0,0,55,4
26,3,Wellington.City,210400,210377,4,5,9,5,0,4,5,3,0,0,218,4
26,42,Napier.City,65000,64987,1,2,4,6,0,1,2,0,0,0,64,4
26,44,Marlborough.District,49200,49181,3,7,5,4,0,3,6,2,2,0,60,4
26,21,Stratford.District,9860,9839,5,4,7,5,0,5,4,1,1,0,14,4
26,17,Ōtorohanga.District,10500,10498,0,0,0,2,0,0,0,0,0,0,13,4
26,54,Timaru.District,47900,47864,6,9,11,10,0,6,7,5,3,0,45,4
26,20,New.Plymouth.District,84396,84103,46,43,87,117,4,46,31,28,20,0,155,4
26,4,Masterton.District,26800,26778,3,8,5,6,0,3,5,1,1,0,32,4
26,38,Ōpōtiki.District,9720,9705,3,2,6,4,0,3,2,1,1,0,15,4
26,55,Mackenzie.District,5140,5139,0,1,0,0,0,0,0,0,0,0,2,4
26,8,Far.North.District,68500,68492,1,3,2,2,0,1,3,0,0,0,65,4
26,5,Carterton.District,9689,9302,68,75,143,101,1,68,49,39,20,0,132,4
26,9,Whangarei.District,95999,95795,27,33,61,83,1,27,21,19,14,0,158,4
26,23,Ruapehu.District,12750,12750,0,0,0,0,0,0,0,0,0,0,16,4
26,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,11,4
26,16,Waipa.District,56199,56100,11,18,29,41,1,11,14,14,5,0,72,4
26,11,Thames-Coromandel.District,31500,31500,0,0,0,0,0,0,0,0,0,0,36,4
26,25,Rangitikei.District,15750,15750,0,0,0,0,0,0,0,0,0,0,22,4
26,41,Hastings.District,85000,85000,0,0,0,0,0,0,0,0,0,0,92,4
26,36,Whakatane.District,37100,37066,7,1,9,17,0,7,1,2,2,0,43,4
26,50,Waimakariri.District,62800,62595,23,42,62,78,0,23,34,22,14,0,120,4
26,45,Kaikoura.District,4110,4101,0,0,4,5,0,0,0,2,0,0,12,4
27,20,New.Plymouth.District,84396,84073,30,60,98,135,4,30,46,29,18,0,171,4
27,60,Dunedin.City,131700,131632,10,10,24,24,0,10,6,7,2,0,164,4
27,3,Wellington.City,210400,210372,5,4,13,6,0,5,4,5,1,0,208,4
27,61,Clutha.District,18350,18347,0,2,1,0,0,0,2,0,0,0,28,4
27,50,Waimakariri.District,62800,62565,30,35,79,91,0,30,23,30,13,0,145,4
27,54,Timaru.District,47900,47859,5,9,16,11,0,5,6,6,1,0,51,4
27,2,Lower.Hutt.City,108700,108616,7,18,33,26,0,7,13,10,7,0,140,4
27,22,South.Taranaki.District,28599,28527,9,12,23,28,1,9,8,4,4,0,50,4
27,10,Kaipara.District,24100,24086,3,1,5,5,0,3,1,1,0,0,30,4
27,63,Gore.District,12800,12800,0,0,0,0,0,0,0,0,0,0,10,4
27,27,Palmerston.North.City,88300,88177,13,20,42,48,0,13,13,14,6,0,125,4
27,64,Invercargill.City,56200,56179,1,2,8,10,0,1,2,2,4,0,64,4
27,11,Thames-Coromandel.District,31500,31500,0,0,0,0,0,0,0,0,0,0,35,4
27,5,Carterton.District,9689,9248,54,90,170,127,1,54,68,53,26,0,167,4
27,32,Taupo.District,39300,39300,0,0,0,0,0,0,0,0,0,0,39,4
27,19,Central.Hawke's.Bay.District,14850,14850,0,0,0,0,0,0,0,0,0,0,15,4
27,52,Selwyn.District,65600,65464,13,22,41,60,0,13,18,23,10,0,96,4
27,51,Christchurch.City,385499,384848,81,114,212,244,1,81,79,72,30,0,600,4
27,14,Matamata-Piako.District,36000,35999,0,0,1,0,0,0,0,0,0,0,33,4
27,0,Porirua.City,59100,59099,0,0,1,0,0,0,0,1,0,0,49,4
27,33,Western.Bay.of.Plenty.District,53900,53899,0,1,0,0,0,0,0,0,0,0,49,4
27,18,South.Waikato.District,25100,25098,0,1,0,1,0,0,0,0,0,0,24,4
27,36,Whakatane.District,37100,37061,5,7,10,17,0,5,7,1,0,0,44,4
27,21,Stratford.District,9860,9834,5,7,7,7,0,5,5,2,2,0,16,4
27,1,Upper.Hutt.City,46000,45991,1,1,4,3,0,1,0,0,1,0,41,4
27,47,Grey.District,13750,13750,0,0,0,0,0,0,0,0,0,0,15,4
27,53,Ashburton.District,34800,34792,4,1,1,2,0,4,1,0,1,0,33,4
27,62,Southland.District,32100,32100,0,0,0,0,0,0,0,0,0,0,43,4
27,24,Whanganui.District,47300,47300,0,0,0,0,0,0,0,0,0,0,52,4
27,28,Tararua.District,18650,18650,0,0,0,0,0,0,0,0,0,0,19,4
27,48,Westland.District,8960,8960,0,0,0,0,0,0,0,0,0,0,5,4
27,42,Napier.City,65000,64986,1,2,4,7,0,1,1,1,1,0,66,4
27,25,Rangitikei.District,15750,15750,0,0,0,0,0,0,0,0,0,0,19,4
27,4,Masterton.District,26800,26776,2,8,7,7,0,2,3,3,1,0,29,4
27,43,Nelson.City,52900,52900,0,0,0,0,0,0,0,0,0,0,59,4
27,35,Rotorua.District,75100,75100,0,0,0,0,0,0,0,0,0,0,80,4
27,65,Auckland,1642796,1641700,146,182,379,389,4,146,121,125,54,1,1997,4
27,39,Gisborne.District,49300,49287,2,2,4,5,0,2,2,0,0,0,60,4
27,38,Ōpōtiki.District,9720,9703,2,3,8,4,0,2,3,2,0,0,17,4
27,16,Waipa.District,56199,56081,19,19,32,48,1,19,11,10,7,0,97,4
27,56,Waimate.District,8080,8061,3,4,4,8,0,3,2,1,0,0,10,4
27,30,Kapiti.Coast.District,56000,56000,0,0,0,0,0,0,0,0,0,0,51,4
27,37,Kawerau.District,7490,7489,0,0,0,1,0,0,0,0,0,0,5,4
27,45,Kaikoura.District,4110,4099,2,0,4,5,0,2,0,0,0,0,5,4
27,9,Whangarei.District,95999,95759,36,39,70,95,1,36,27,21,12,0,134,4
27,44,Marlborough.District,49200,49178,3,6,7,6,0,3,3,4,2,0,63,4
27,7,Tasman.District,54800,54774,2,4,14,6,0,2,2,7,0,0,75,4
27,6,South.Wairarapa.District,11100,11063,6,7,10,14,0,6,4,1,2,0,17,4
27,49,Hurunui.District,12950,12950,0,0,0,0,0,0,0,0,0,0,15,4
27,59,Queenstown-Lakes.District,41700,41697,0,1,0,2,0,0,1,0,0,0,36,4
27,41,Hastings.District,85000,85000,0,0,0,0,0,0,0,0,0,0,91,4
27,31,Waitomo.District,9490,9490,0,0,0,0,0,0,0,0,0,0,7,4
27,29,Horowhenua.District,35000,34922,10,13,26,29,0,10,9,8,2,0,51,4
27,12,Hauraki.District,21000,21000,0,0,0,0,0,0,0,0,0,0,39,4
27,40,Wairoa.District,8680,8680,0,0,0,0,0,0,0,0,0,0,5,4
27,57,Waitaki.District,23200,23189,3,2,3,3,0,3,2,1,1,0,32,4
27,8,Far.North.District,68500,68490,2,1,5,2,0,2,1,3,0,0,76,4
27,55,Mackenzie.District,5140,5139,0,0,1,0,0,0,0,1,0,0,6,4
27,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,13,4
27,23,Ruapehu.District,12750,12750,0,0,0,0,0,0,0,0,0,0,13,4
27,58,Central.Otago.District,23100,23096,1,0,2,1,0,1,0,1,1,0,27,4
27,15,Hamilton.City,169500,169408,8,21,39,24,0,8,16,14,5,0,194,4
27,13,Waikato.District,79900,79846,10,10,15,19,0,10,7,4,6,0,106,4
27,34,Tauranga.City,144700,144684,2,4,4,6,0,2,3,2,0,0,156,4
27,26,Manawatu.District,31700,31596,11,15,36,42,0,11,10,14,7,0,67,4
27,17,Ōtorohanga.District,10500,10498,0,0,0,2,0,0,0,0,0,0,14,4
28,25,Rangitikei.District,15750,15750,0,0,0,0,0,0,0,0,0,0,23,4
28,27,Palmerston.North.City,88300,88158,19,18,48,57,0,19,13,15,9,0,135,4
28,38,Ōpōtiki.District,9720,9701,2,4,8,5,0,2,2,1,1,0,21,4
28,4,Masterton.District,26800,26773,3,3,12,9,0,3,2,7,2,0,37,4
28,32,Taupo.District,39300,39300,0,0,0,0,0,0,0,0,0,0,50,4
28,31,Waitomo.District,9490,9490,0,0,0,0,0,0,0,0,0,0,7,4
28,7,Tasman.District,54800,54767,7,3,12,11,0,7,2,3,5,0,58,4
28,0,Porirua.City,59100,59099,0,0,1,0,0,0,0,0,0,0,60,4
28,13,Waikato.District,79900,79840,6,14,21,19,0,6,10,6,0,0,90,4
28,14,Matamata-Piako.District,36000,35999,0,0,0,1,0,0,0,0,1,0,40,4
28,40,Wairoa.District,8680,8680,0,0,0,0,0,0,0,0,0,0,10,4
28,29,Horowhenua.District,35000,34908,14,17,31,30,0,14,10,6,1,0,64,4
28,21,Stratford.District,9860,9830,4,9,8,9,0,4,5,3,2,0,17,4
28,48,Westland.District,8960,8960,0,0,0,0,0,0,0,0,0,0,9,4
28,41,Hastings.District,85000,85000,0,0,0,0,0,0,0,0,0,0,94,4
28,23,Ruapehu.District,12750,12750,0,0,0,0,0,0,0,0,0,0,8,4
28,49,Hurunui.District,12950,12950,0,0,0,0,0,0,0,0,0,0,12,4
28,1,Upper.Hutt.City,46000,45991,0,1,4,4,0,0,1,1,1,0,47,4
28,46,Buller.District,9840,9840,0,0,0,0,0,0,0,0,0,0,12,4
28,43,Nelson.City,52900,52900,0,0,0,0,0,0,0,0,0,0,56,4
28,24,Whanganui.District,47300,47300,0,0,0,0,0,0,0,0,0,0,53,4
28,54,Timaru.District,47900,47855,4,6,21,14,0,4,5,8,3,0,76,4
28,9,Whangarei.District,95999,95724,35,49,77,114,1,35,36,26,19,0,143,4
28,30,Kapiti.Coast.District,56000,56000,0,0,0,0,0,0,0,0,0,0,60,4
28,53,Ashburton.District,34800,34792,0,5,1,2,0,0,4,0,0,0,31,4
28,28,Tararua.District,18650,18650,0,0,0,0,0,0,0,0,0,0,20,4
28,16,Waipa.District,56199,56064,17,24,42,52,1,17,19,14,4,0,101,4
28,63,Gore.District,12800,12800,0,0,0,0,0,0,0,0,0,0,10,4
28,39,Gisborne.District,49300,49287,0,4,4,5,0,0,2,0,0,0,55,4
28,47,Grey.District,13750,13750,0,0,0,0,0,0,0,0,0,0,16,4
28,15,Hamilton.City,169500,169395,13,16,41,35,0,13,8,13,11,0,183,4
28,62,Southland.District,32100,32100,0,0,0,0,0,0,0,0,0,0,37,4
28,3,Wellington.City,210400,210368,4,6,15,7,0,4,5,3,1,0,215,4
28,26,Manawatu.District,31700,31585,11,18,38,48,0,11,11,8,6,0,77,4
28,5,Carterton.District,9689,9198,50,79,192,170,1,50,54,65,43,0,195,4
28,42,Napier.City,65000,64985,1,2,5,7,0,1,1,1,0,0,73,4
28,11,Thames-Coromandel.District,31500,31500,0,0,0,0,0,0,0,0,0,0,31,4
28,37,Kawerau.District,7490,7489,0,0,0,1,0,0,0,0,0,0,8,4
28,65,Auckland,1642794,1641561,139,201,431,462,6,139,146,127,73,2,2005,4
28,8,Far.North.District,68500,68488,2,2,6,2,0,2,2,1,0,0,76,4
28,33,Western.Bay.of.Plenty.District,53900,53899,0,0,1,0,0,0,0,1,0,0,60,4
28,20,New.Plymouth.District,84396,84031,42,57,109,157,4,42,30,33,22,0,188,4
28,59,Queenstown-Lakes.District,41700,41697,0,0,1,2,0,0,0,1,0,0,37,4
28,52,Selwyn.District,65600,65444,20,21,49,66,0,20,13,14,6,0,108,4
28,60,Dunedin.City,131700,131625,7,11,28,29,0,7,10,9,5,0,149,4
28,10,Kaipara.District,24100,24084,2,3,4,7,0,2,3,1,2,0,19,4
28,19,Central.Hawke's.Bay.District,14850,14850,0,0,0,0,0,0,0,0,0,0,11,4
28,58,Central.Otago.District,23100,23096,0,1,1,2,0,0,1,0,1,0,18,4
28,6,South.Wairarapa.District,11100,11060,3,9,10,18,0,3,6,4,4,0,21,4
28,55,Mackenzie.District,5140,5137,2,0,1,0,0,2,0,0,0,0,5,4
28,51,Christchurch.City,385499,384767,81,124,236,291,1,81,81,71,47,0,601,4
28,2,Lower.Hutt.City,108700,108604,12,17,35,32,0,12,7,8,6,0,140,4
28,50,Waimakariri.District,62800,62526,39,40,87,108,0,39,30,25,17,0,146,4
28,18,South.Waikato.District,25100,25098,0,0,1,1,0,0,0,1,0,0,24,4
28,22,South.Taranaki.District,28599,28520,7,13,27,32,1,7,9,8,4,0,57,4
28,34,Tauranga.City,144700,144680,4,3,6,7,0,4,2,3,1,0,166,4
28,61,Clutha.District,18350,18346,1,1,2,0,0,1,0,1,0,0,20,4
28,36,Whakatane.District,37100,37054,7,7,12,20,0,7,5,5,3,0,55,4
28,64,Invercargill.City,56200,56178,1,2,9,10,0,1,1,1,0,0,52,4
28,35,Rotorua.District,75100,75100,0,0,0,0,0,0,0,0,0,0,80,4
28,57,Waitaki.District,23200,23188,1,4,3,4,0,1,3,1,1,0,29,4
28,17,Ōtorohanga.District,10500,10498,0,0,0,2,0,0,0,0,0,0,8,4
28,44,Marlborough.District,49200,49176,2,5,8,9,0,2,3,4,3,0,69,4
28,45,Kaikoura.District,4110,4099,0,2,3,6,0,0,2,0,1,0,9,4
28,56,Waimate.District,8080,8061,0,4,5,10,0,0,3,3,2,0,14,4
28,12,Hauraki.District,21000,21000,0,0,0,0,0,0,0,0,0,0,21,4
29,18,South.Waikato.District,25100,25098,0,0,1,1,0,0,0,0,0,0,24,4
29,59,Queenstown-Lakes.District,41700,41697,0,0,1,2,0,0,0,0,0,0,37,4
29,56,Waimate.District,8080,8058,3,3,4,12,0,3,0,1,2,0,6,4
29,60,Dunedin.City,131700,131616,9,11,30,34,0,9,7,7,5,0,147,4
